SearchBayesianSkopt: New best config found. Config 0: {'topK': 250, 'shrink': 1806, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0764932, PRECISION: 0.0116742, PRECISION_RECALL_MIN_DEN: 0.0389139, RECALL: 0.0389139, MAP: 0.0203946, MRR: 0.0571682, NDCG: 0.0340885, F1: 0.0179602, HIT_RATE: 0.1167416, ARHR: 0.0591275, RMSE: 0.9927079, NOVELTY: 0.0053992, AVERAGE_POPULARITY: 0.4847242, DIVERSITY_MEAN_INTER_LIST: 0.8595746, DIVERSITY_HERFINDAHL: 0.9859426, COVERAGE_ITEM: 0.1596648, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0913112, SHANNON_ENTROPY: 7.3824528, 
SearchBayesianSkopt: New best config found. Config 1: {'topK': 160, 'shrink': 1920, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0790514, PRECISION: 0.0119682, PRECISION_RECALL_MIN_DEN: 0.0398939, RECALL: 0.0398939, MAP: 0.0212576, MRR: 0.0596832, NDCG: 0.0353238, F1: 0.0184126, HIT_RATE: 0.1196818, ARHR: 0.0616797, RMSE: 0.9939196, NOVELTY: 0.0054461, AVERAGE_POPULARITY: 0.4606459, DIVERSITY_MEAN_INTER_LIST: 0.8751832, DIVERSITY_HERFINDAHL: 0.9875032, COVERAGE_ITEM: 0.1790214, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1010681, SHANNON_ENTROPY: 7.6568157, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 434, 'shrink': 1388, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0744080, PRECISION: 0.0113801, PRECISION_RECALL_MIN_DEN: 0.0379338, RECALL: 0.0379338, MAP: 0.0196833, MRR: 0.0550419, NDCG: 0.0330049, F1: 0.0175079, HIT_RATE: 0.1138015, ARHR: 0.0569954, RMSE: 0.9897992, NOVELTY: 0.0053569, AVERAGE_POPULARITY: 0.5065736, DIVERSITY_MEAN_INTER_LIST: 0.8417726, DIVERSITY_HERFINDAHL: 0.9841627, COVERAGE_ITEM: 0.1385239, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0829371, SHANNON_ENTROPY: 7.1147928, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 108, 'shrink': 1862, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0799256, PRECISION: 0.0121238, PRECISION_RECALL_MIN_DEN: 0.0404128, RECALL: 0.0404128, MAP: 0.0210618, MRR: 0.0587445, NDCG: 0.0352556, F1: 0.0186521, HIT_RATE: 0.1212383, ARHR: 0.0609050, RMSE: 0.9945504, NOVELTY: 0.0054978, AVERAGE_POPULARITY: 0.4345405, DIVERSITY_MEAN_INTER_LIST: 0.8891311, DIVERSITY_HERFINDAHL: 0.9888977, COVERAGE_ITEM: 0.1961611, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1114046, SHANNON_ENTROPY: 7.9333648, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 321, 'shrink': 1998, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0751024, PRECISION: 0.0116915, PRECISION_RECALL_MIN_DEN: 0.0389715, RECALL: 0.0389715, MAP: 0.0200331, MRR: 0.0559756, NDCG: 0.0336836, F1: 0.0179869, HIT_RATE: 0.1169146, ARHR: 0.0579891, RMSE: 0.9928078, NOVELTY: 0.0053710, AVERAGE_POPULARITY: 0.5007101, DIVERSITY_MEAN_INTER_LIST: 0.8471372, DIVERSITY_HERFINDAHL: 0.9846991, COVERAGE_ITEM: 0.1492836, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0858702, SHANNON_ENTROPY: 7.2019154, 
SearchBayesianSkopt: New best config found. Config 5: {'topK': 8, 'shrink': 1001, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0822035, PRECISION: 0.0128848, PRECISION_RECALL_MIN_DEN: 0.0429494, RECALL: 0.0429494, MAP: 0.0222955, MRR: 0.0621871, NDCG: 0.0373077, F1: 0.0198228, HIT_RATE: 0.1288481, ARHR: 0.0644899, RMSE: 0.9971148, NOVELTY: 0.0058808, AVERAGE_POPULARITY: 0.2795679, DIVERSITY_MEAN_INTER_LIST: 0.9234784, DIVERSITY_HERFINDAHL: 0.9923319, COVERAGE_ITEM: 0.2638551, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1705416, SHANNON_ENTROPY: 9.1518389, 
SearchBayesianSkopt: New best config found. Config 6: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0851881, PRECISION: 0.0130751, PRECISION_RECALL_MIN_DEN: 0.0435835, RECALL: 0.0435835, MAP: 0.0225487, MRR: 0.0631433, NDCG: 0.0378620, F1: 0.0201155, HIT_RATE: 0.1307506, ARHR: 0.0653479, RMSE: 0.9975199, NOVELTY: 0.0059486, AVERAGE_POPULARITY: 0.2576542, DIVERSITY_MEAN_INTER_LIST: 0.9212930, DIVERSITY_HERFINDAHL: 0.9921134, COVERAGE_ITEM: 0.2692620, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1782121, SHANNON_ENTROPY: 9.2426338, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 498, 'shrink': 1011, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0744758, PRECISION: 0.0113801, PRECISION_RECALL_MIN_DEN: 0.0379338, RECALL: 0.0379338, MAP: 0.0200460, MRR: 0.0560909, NDCG: 0.0333799, F1: 0.0175079, HIT_RATE: 0.1138015, ARHR: 0.0580677, RMSE: 0.9868524, NOVELTY: 0.0053606, AVERAGE_POPULARITY: 0.5029981, DIVERSITY_MEAN_INTER_LIST: 0.8449137, DIVERSITY_HERFINDAHL: 0.9844768, COVERAGE_ITEM: 0.1359286, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0833070, SHANNON_ENTROPY: 7.1401268, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 500, 'shrink': 1031, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0747809, PRECISION: 0.0114147, PRECISION_RECALL_MIN_DEN: 0.0380491, RECALL: 0.0380491, MAP: 0.0201262, MRR: 0.0563376, NDCG: 0.0335058, F1: 0.0175611, HIT_RATE: 0.1141474, ARHR: 0.0583112, RMSE: 0.9870143, NOVELTY: 0.0053592, AVERAGE_POPULARITY: 0.5038279, DIVERSITY_MEAN_INTER_LIST: 0.8443366, DIVERSITY_HERFINDAHL: 0.9844191, COVERAGE_ITEM: 0.1357124, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0830216, SHANNON_ENTROPY: 7.1317090, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0830984, PRECISION: 0.0125735, PRECISION_RECALL_MIN_DEN: 0.0419117, RECALL: 0.0419117, MAP: 0.0217256, MRR: 0.0610102, NDCG: 0.0365013, F1: 0.0193439, HIT_RATE: 0.1257350, ARHR: 0.0630595, RMSE: 0.9984930, NOVELTY: 0.0059559, AVERAGE_POPULARITY: 0.2619822, DIVERSITY_MEAN_INTER_LIST: 0.9199311, DIVERSITY_HERFINDAHL: 0.9919772, COVERAGE_ITEM: 0.2782914, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1783132, SHANNON_ENTROPY: 9.2276617, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0830984, PRECISION: 0.0125735, PRECISION_RECALL_MIN_DEN: 0.0419117, RECALL: 0.0419117, MAP: 0.0217256, MRR: 0.0610102, NDCG: 0.0365013, F1: 0.0193439, HIT_RATE: 0.1257350, ARHR: 0.0630595, RMSE: 0.9984930, NOVELTY: 0.0059559, AVERAGE_POPULARITY: 0.2619822, DIVERSITY_MEAN_INTER_LIST: 0.9199311, DIVERSITY_HERFINDAHL: 0.9919772, COVERAGE_ITEM: 0.2782914, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1783132, SHANNON_ENTROPY: 9.2276617, 
