CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 305, 'n_oversamples': 19, 'n_iter': 1, 'feature_weighting': 'none'} - results: ROC_AUC: 0.026448±0.0010, PRECISION: 0.004061±0.0001, PRECISION_RECALL_MIN_DEN: 0.040605±0.0014, RECALL: 0.040605±0.0014, MAP: 0.018032±0.0011, MRR: 0.018032±0.0011, NDCG: 0.023291±0.0011, F1: 0.007383±0.0003, HIT_RATE: 0.040605±0.0014, ARHR: 0.018032±0.0011, RMSE: 0.877959±0.0023, NOVELTY: 0.005508±0.0000, AVERAGE_POPULARITY: 0.500878±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.955626±0.0003, DIVERSITY_HERFINDAHL: 0.995541±0.0000, COVERAGE_ITEM: 0.042844±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.290225±0.0011, SHANNON_ENTROPY: 8.279558±0.0105, 
CrossSearchBayesianSkopt: New best config found. Config 1: {'num_factors': 238, 'n_oversamples': 10, 'n_iter': 6, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037755±0.0019, PRECISION: 0.005601±0.0002, PRECISION_RECALL_MIN_DEN: 0.056007±0.0021, RECALL: 0.056007±0.0021, MAP: 0.025666±0.0016, MRR: 0.025666±0.0016, NDCG: 0.032784±0.0017, F1: 0.010183±0.0004, HIT_RATE: 0.056007±0.0021, ARHR: 0.025666±0.0016, RMSE: 0.874326±0.0033, NOVELTY: 0.005921±0.0000, AVERAGE_POPULARITY: 0.296717±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980556±0.0001, DIVERSITY_HERFINDAHL: 0.998033±0.0000, COVERAGE_ITEM: 0.053517±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.465582±0.0025, SHANNON_ENTROPY: 9.234899±0.0033, 
CrossSearchBayesianSkopt: Config 2 is suboptimal. Config: {'num_factors': 244, 'n_oversamples': 10, 'n_iter': 16, 'feature_weighting': 'none'} - results: ROC_AUC: 0.035627±0.0013, PRECISION: 0.005447±0.0002, PRECISION_RECALL_MIN_DEN: 0.054472±0.0017, RECALL: 0.054472±0.0017, MAP: 0.024359±0.0014, MRR: 0.024359±0.0014, NDCG: 0.031381±0.0012, F1: 0.009904±0.0003, HIT_RATE: 0.054472±0.0017, ARHR: 0.024359±0.0014, RMSE: 0.869244±0.0013, NOVELTY: 0.005557±0.0000, AVERAGE_POPULARITY: 0.477300±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.954486±0.0002, DIVERSITY_HERFINDAHL: 0.995427±0.0000, COVERAGE_ITEM: 0.040714±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.280173±0.0033, SHANNON_ENTROPY: 8.150498±0.0050, 
CrossSearchBayesianSkopt: New best config found. Config 3: {'num_factors': 194, 'n_oversamples': 16, 'n_iter': 13, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038623±0.0025, PRECISION: 0.005768±0.0003, PRECISION_RECALL_MIN_DEN: 0.057678±0.0025, RECALL: 0.057678±0.0025, MAP: 0.025786±0.0022, MRR: 0.025786±0.0022, NDCG: 0.033273±0.0022, F1: 0.010487±0.0005, HIT_RATE: 0.057678±0.0025, ARHR: 0.025786±0.0022, RMSE: 0.878539±0.0052, NOVELTY: 0.005885±0.0000, AVERAGE_POPULARITY: 0.309648±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.977731±0.0001, DIVERSITY_HERFINDAHL: 0.997751±0.0000, COVERAGE_ITEM: 0.047526±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.459780±0.0057, SHANNON_ENTROPY: 9.049405±0.0056, 
CrossSearchBayesianSkopt: Config 4 is suboptimal. Config: {'num_factors': 216, 'n_oversamples': 27, 'n_iter': 12, 'feature_weighting': 'none'} - results: ROC_AUC: 0.035250±0.0007, PRECISION: 0.005397±0.0001, PRECISION_RECALL_MIN_DEN: 0.053975±0.0013, RECALL: 0.053975±0.0013, MAP: 0.023724±0.0008, MRR: 0.023724±0.0008, NDCG: 0.030787±0.0008, F1: 0.009814±0.0002, HIT_RATE: 0.053975±0.0013, ARHR: 0.023724±0.0008, RMSE: 0.869879±0.0009, NOVELTY: 0.005507±0.0000, AVERAGE_POPULARITY: 0.508335±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.946227±0.0003, DIVERSITY_HERFINDAHL: 0.994601±0.0000, COVERAGE_ITEM: 0.037902±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.259521±0.0029, SHANNON_ENTROPY: 7.938410±0.0073, 
CrossSearchBayesianSkopt: Config 5 is suboptimal. Config: {'num_factors': 322, 'n_oversamples': 1, 'n_iter': 2, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.033966±0.0021, PRECISION: 0.004910±0.0002, PRECISION_RECALL_MIN_DEN: 0.049097±0.0018, RECALL: 0.049097±0.0018, MAP: 0.023318±0.0020, MRR: 0.023318±0.0020, NDCG: 0.029389±0.0019, F1: 0.008927±0.0003, HIT_RATE: 0.049097±0.0018, ARHR: 0.023318±0.0020, RMSE: 0.862709±0.0053, NOVELTY: 0.005824±0.0000, AVERAGE_POPULARITY: 0.343238±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980825±0.0001, DIVERSITY_HERFINDAHL: 0.998060±0.0000, COVERAGE_ITEM: 0.059757±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.427743±0.0025, SHANNON_ENTROPY: 9.290135±0.0024, 
CrossSearchBayesianSkopt: Config 6 is suboptimal. Config: {'num_factors': 48, 'n_oversamples': 26, 'n_iter': 6, 'feature_weighting': 'none'} - results: ROC_AUC: 0.013651±0.0012, PRECISION: 0.002502±0.0001, PRECISION_RECALL_MIN_DEN: 0.025023±0.0008, RECALL: 0.025023±0.0008, MAP: 0.008537±0.0008, MRR: 0.008537±0.0008, NDCG: 0.012320±0.0008, F1: 0.004550±0.0001, HIT_RATE: 0.025023±0.0008, ARHR: 0.008537±0.0008, RMSE: 0.910351±0.0011, NOVELTY: 0.005125±0.0000, AVERAGE_POPULARITY: 0.765182±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.672432±0.0059, DIVERSITY_HERFINDAHL: 0.967228±0.0006, COVERAGE_ITEM: 0.020892±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.083403±0.0035, SHANNON_ENTROPY: 5.304435±0.0329, 
CrossSearchBayesianSkopt: New best config found. Config 7: {'num_factors': 369, 'n_oversamples': 20, 'n_iter': 15, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.040093±0.0020, PRECISION: 0.006152±0.0002, PRECISION_RECALL_MIN_DEN: 0.061518±0.0023, RECALL: 0.061518±0.0023, MAP: 0.027164±0.0015, MRR: 0.027164±0.0015, NDCG: 0.035179±0.0016, F1: 0.011185±0.0004, HIT_RATE: 0.061518±0.0023, ARHR: 0.027164±0.0015, RMSE: 0.847953±0.0067, NOVELTY: 0.005775±0.0000, AVERAGE_POPULARITY: 0.394125±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.973427±0.0001, DIVERSITY_HERFINDAHL: 0.997321±0.0000, COVERAGE_ITEM: 0.084769±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.252202±0.0008, SHANNON_ENTROPY: 9.052599±0.0032, 
CrossSearchBayesianSkopt: Config 8 is suboptimal. Config: {'num_factors': 465, 'n_oversamples': 28, 'n_iter': 5, 'feature_weighting': 'none'} - results: ROC_AUC: 0.038257±0.0029, PRECISION: 0.005659±0.0004, PRECISION_RECALL_MIN_DEN: 0.056594±0.0036, RECALL: 0.056594±0.0036, MAP: 0.026017±0.0023, MRR: 0.026017±0.0023, NDCG: 0.033192±0.0025, F1: 0.010290±0.0006, HIT_RATE: 0.056594±0.0036, ARHR: 0.026017±0.0023, RMSE: 0.871639±0.0012, NOVELTY: 0.005897±0.0000, AVERAGE_POPULARITY: 0.310808±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980637±0.0001, DIVERSITY_HERFINDAHL: 0.998042±0.0000, COVERAGE_ITEM: 0.069457±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.371686±0.0010, SHANNON_ENTROPY: 9.318740±0.0050, 
CrossSearchBayesianSkopt: Config 9 is suboptimal. Config: {'num_factors': 306, 'n_oversamples': 26, 'n_iter': 4, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.038001±0.0016, PRECISION: 0.005858±0.0003, PRECISION_RECALL_MIN_DEN: 0.058582±0.0030, RECALL: 0.058582±0.0030, MAP: 0.025660±0.0011, MRR: 0.025660±0.0011, NDCG: 0.033337±0.0015, F1: 0.010651±0.0005, HIT_RATE: 0.058582±0.0030, ARHR: 0.025660±0.0011, RMSE: 0.815300±0.0072, NOVELTY: 0.005710±0.0000, AVERAGE_POPULARITY: 0.424142±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.967510±0.0003, DIVERSITY_HERFINDAHL: 0.996729±0.0000, COVERAGE_ITEM: 0.077416±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.232231±0.0009, SHANNON_ENTROPY: 8.795751±0.0103, 
CrossSearchBayesianSkopt: Config 10 is suboptimal. Config: {'num_factors': 88, 'n_oversamples': 22, 'n_iter': 19, 'feature_weighting': 'none'} - results: ROC_AUC: 0.023146±0.0013, PRECISION: 0.003790±0.0001, PRECISION_RECALL_MIN_DEN: 0.037895±0.0014, RECALL: 0.037895±0.0014, MAP: 0.015215±0.0010, MRR: 0.015215±0.0010, NDCG: 0.020463±0.0011, F1: 0.006890±0.0003, HIT_RATE: 0.037895±0.0014, ARHR: 0.015215±0.0010, RMSE: 0.891003±0.0013, NOVELTY: 0.005293±0.0000, AVERAGE_POPULARITY: 0.645611±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.857755±0.0009, DIVERSITY_HERFINDAHL: 0.985756±0.0001, COVERAGE_ITEM: 0.026905±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146669±0.0014, SHANNON_ENTROPY: 6.588075±0.0080, 
