SearchBayesianSkopt: New best config found. Config 0: {'topK': 387, 'shrink': 6, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0848717, PRECISION: 0.0135306, PRECISION_RECALL_MIN_DEN: 0.0451019, RECALL: 0.0451019, MAP: 0.0214261, MRR: 0.0589607, NDCG: 0.0370237, F1: 0.0208163, HIT_RATE: 0.1353057, ARHR: 0.0615209, RMSE: 0.7604240, NOVELTY: 0.0054116, AVERAGE_POPULARITY: 0.5689331, DIVERSITY_MEAN_INTER_LIST: 0.8813088, DIVERSITY_HERFINDAHL: 0.9880961, COVERAGE_ITEM: 0.0846715, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1367875, SHANNON_ENTROPY: 7.6096377, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'topK': 197, 'shrink': 929, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0712004, PRECISION: 0.0118738, PRECISION_RECALL_MIN_DEN: 0.0395792, RECALL: 0.0395792, MAP: 0.0178843, MRR: 0.0507832, NDCG: 0.0317364, F1: 0.0182673, HIT_RATE: 0.1187377, ARHR: 0.0522180, RMSE: 0.8749054, NOVELTY: 0.0050467, AVERAGE_POPULARITY: 0.7418729, DIVERSITY_MEAN_INTER_LIST: 0.7420790, DIVERSITY_HERFINDAHL: 0.9741786, COVERAGE_ITEM: 0.0187078, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1452272, SHANNON_ENTROPY: 5.9769820, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 814, 'shrink': 446, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0669433, PRECISION: 0.0116765, PRECISION_RECALL_MIN_DEN: 0.0389218, RECALL: 0.0389218, MAP: 0.0167667, MRR: 0.0475851, NDCG: 0.0302953, F1: 0.0179639, HIT_RATE: 0.1167653, ARHR: 0.0489426, RMSE: 0.7796282, NOVELTY: 0.0049981, AVERAGE_POPULARITY: 0.7784184, DIVERSITY_MEAN_INTER_LIST: 0.6326876, DIVERSITY_HERFINDAHL: 0.9632438, COVERAGE_ITEM: 0.0118951, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1495148, SHANNON_ENTROPY: 5.3913186, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 836, 'shrink': 335, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0682884, PRECISION: 0.0118738, PRECISION_RECALL_MIN_DEN: 0.0395792, RECALL: 0.0395792, MAP: 0.0173005, MRR: 0.0488250, NDCG: 0.0310222, F1: 0.0182673, HIT_RATE: 0.1187377, ARHR: 0.0503633, RMSE: 0.7654810, NOVELTY: 0.0050157, AVERAGE_POPULARITY: 0.7644526, DIVERSITY_MEAN_INTER_LIST: 0.6590666, DIVERSITY_HERFINDAHL: 0.9658807, COVERAGE_ITEM: 0.0137875, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1435574, SHANNON_ENTROPY: 5.5368818, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 532, 'shrink': 416, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0707429, PRECISION: 0.0118738, PRECISION_RECALL_MIN_DEN: 0.0395792, RECALL: 0.0395792, MAP: 0.0176234, MRR: 0.0502176, NDCG: 0.0314831, F1: 0.0182673, HIT_RATE: 0.1187377, ARHR: 0.0515439, RMSE: 0.7870368, NOVELTY: 0.0050246, AVERAGE_POPULARITY: 0.7576769, DIVERSITY_MEAN_INTER_LIST: 0.6896176, DIVERSITY_HERFINDAHL: 0.9689346, COVERAGE_ITEM: 0.0150852, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1449972, SHANNON_ENTROPY: 5.6803118, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0764245, PRECISION: 0.0135700, PRECISION_RECALL_MIN_DEN: 0.0452334, RECALL: 0.0452334, MAP: 0.0187973, MRR: 0.0521488, NDCG: 0.0342677, F1: 0.0208770, HIT_RATE: 0.1357002, ARHR: 0.0542046, RMSE: 0.9439322, NOVELTY: 0.0076981, AVERAGE_POPULARITY: 0.1449298, DIVERSITY_MEAN_INTER_LIST: 0.9907813, DIVERSITY_HERFINDAHL: 0.9990390, COVERAGE_ITEM: 0.3642065, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4505818, SHANNON_ENTROPY: 11.5941349, 
SearchBayesianSkopt: New best config found. Config 6: {'topK': 13, 'shrink': 999, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0865541, PRECISION: 0.0144379, PRECISION_RECALL_MIN_DEN: 0.0481262, RECALL: 0.0481262, MAP: 0.0217113, MRR: 0.0596177, NDCG: 0.0382445, F1: 0.0222121, HIT_RATE: 0.1443787, ARHR: 0.0623476, RMSE: 0.9648261, NOVELTY: 0.0053851, AVERAGE_POPULARITY: 0.5275952, DIVERSITY_MEAN_INTER_LIST: 0.9352595, DIVERSITY_HERFINDAHL: 0.9934891, COVERAGE_ITEM: 0.0434712, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2373319, SHANNON_ENTROPY: 7.9555502, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 1000, 'shrink': 989, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0625301, PRECISION: 0.0103748, PRECISION_RECALL_MIN_DEN: 0.0345825, RECALL: 0.0345825, MAP: 0.0154567, MRR: 0.0443928, NDCG: 0.0276333, F1: 0.0159612, HIT_RATE: 0.1037475, ARHR: 0.0453815, RMSE: 0.8310568, NOVELTY: 0.0049569, AVERAGE_POPULARITY: 0.8128055, DIVERSITY_MEAN_INTER_LIST: 0.5446955, DIVERSITY_HERFINDAHL: 0.9544481, COVERAGE_ITEM: 0.0080022, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1634121, SHANNON_ENTROPY: 4.9607281, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0764245, PRECISION: 0.0135700, PRECISION_RECALL_MIN_DEN: 0.0452334, RECALL: 0.0452334, MAP: 0.0187973, MRR: 0.0521488, NDCG: 0.0342677, F1: 0.0208770, HIT_RATE: 0.1357002, ARHR: 0.0542046, RMSE: 0.9439322, NOVELTY: 0.0076981, AVERAGE_POPULARITY: 0.1449298, DIVERSITY_MEAN_INTER_LIST: 0.9907813, DIVERSITY_HERFINDAHL: 0.9990390, COVERAGE_ITEM: 0.3642065, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4505818, SHANNON_ENTROPY: 11.5941349, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 21, 'shrink': 997, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0812146, PRECISION: 0.0143195, PRECISION_RECALL_MIN_DEN: 0.0477318, RECALL: 0.0477318, MAP: 0.0208035, MRR: 0.0567249, NDCG: 0.0370475, F1: 0.0220300, HIT_RATE: 0.1431953, ARHR: 0.0595395, RMSE: 0.9552027, NOVELTY: 0.0053226, AVERAGE_POPULARITY: 0.5630123, DIVERSITY_MEAN_INTER_LIST: 0.9206127, DIVERSITY_HERFINDAHL: 0.9920250, COVERAGE_ITEM: 0.0396323, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2204308, SHANNON_ENTROPY: 7.6970724, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 985, 'shrink': 6, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0789589, PRECISION: 0.0134122, PRECISION_RECALL_MIN_DEN: 0.0447074, RECALL: 0.0447074, MAP: 0.0204863, MRR: 0.0566790, NDCG: 0.0358787, F1: 0.0206342, HIT_RATE: 0.1341223, ARHR: 0.0590196, RMSE: 0.7480721, NOVELTY: 0.0053129, AVERAGE_POPULARITY: 0.6002099, DIVERSITY_MEAN_INTER_LIST: 0.8361485, DIVERSITY_HERFINDAHL: 0.9835819, COVERAGE_ITEM: 0.0605569, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1230262, SHANNON_ENTROPY: 7.0663446, 
