SearchBayesianSkopt: New best config found. Config 0: {'topK': 603, 'shrink': 335, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0566223, PRECISION: 0.0096007, PRECISION_RECALL_MIN_DEN: 0.0320024, RECALL: 0.0320024, MAP: 0.0136810, MRR: 0.0393934, NDCG: 0.0249452, F1: 0.0147704, HIT_RATE: 0.0960073, ARHR: 0.0402182, RMSE: 0.9873571, NOVELTY: 0.0052390, AVERAGE_POPULARITY: 0.6077555, DIVERSITY_MEAN_INTER_LIST: 0.8670642, DIVERSITY_HERFINDAHL: 0.9866800, COVERAGE_ITEM: 0.0772641, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1130555, SHANNON_ENTROPY: 7.2676724, 
SearchBayesianSkopt: New best config found. Config 1: {'topK': 865, 'shrink': 344, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0594479, PRECISION: 0.0102408, PRECISION_RECALL_MIN_DEN: 0.0341359, RECALL: 0.0341359, MAP: 0.0144205, MRR: 0.0410555, NDCG: 0.0263276, F1: 0.0157550, HIT_RATE: 0.1024078, ARHR: 0.0421586, RMSE: 0.9821559, NOVELTY: 0.0051483, AVERAGE_POPULARITY: 0.6568067, DIVERSITY_MEAN_INTER_LIST: 0.8304682, DIVERSITY_HERFINDAHL: 0.9830215, COVERAGE_ITEM: 0.0557448, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1028487, SHANNON_ENTROPY: 6.7829280, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 444, 'shrink': 363, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0513076, PRECISION: 0.0082597, PRECISION_RECALL_MIN_DEN: 0.0275323, RECALL: 0.0275323, MAP: 0.0129986, MRR: 0.0375888, NDCG: 0.0227902, F1: 0.0127072, HIT_RATE: 0.0825968, ARHR: 0.0382924, RMSE: 0.9925807, NOVELTY: 0.0053540, AVERAGE_POPULARITY: 0.5515361, DIVERSITY_MEAN_INTER_LIST: 0.9047888, DIVERSITY_HERFINDAHL: 0.9904513, COVERAGE_ITEM: 0.1023520, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1331768, SHANNON_ENTROPY: 7.8578592, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 582, 'shrink': 686, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0563030, PRECISION: 0.0095093, PRECISION_RECALL_MIN_DEN: 0.0316977, RECALL: 0.0316977, MAP: 0.0138386, MRR: 0.0394182, NDCG: 0.0249275, F1: 0.0146297, HIT_RATE: 0.0950930, ARHR: 0.0404518, RMSE: 0.9938856, NOVELTY: 0.0052502, AVERAGE_POPULARITY: 0.6014796, DIVERSITY_MEAN_INTER_LIST: 0.8713900, DIVERSITY_HERFINDAHL: 0.9871124, COVERAGE_ITEM: 0.0800216, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1143111, SHANNON_ENTROPY: 7.3257145, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 441, 'shrink': 848, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0535194, PRECISION: 0.0086254, PRECISION_RECALL_MIN_DEN: 0.0287514, RECALL: 0.0287514, MAP: 0.0130026, MRR: 0.0378338, NDCG: 0.0232386, F1: 0.0132699, HIT_RATE: 0.0862542, ARHR: 0.0384208, RMSE: 0.9967637, NOVELTY: 0.0053590, AVERAGE_POPULARITY: 0.5484120, DIVERSITY_MEAN_INTER_LIST: 0.9066511, DIVERSITY_HERFINDAHL: 0.9906375, COVERAGE_ITEM: 0.1020276, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1350611, SHANNON_ENTROPY: 7.8854969, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0175463, PRECISION: 0.0028650, PRECISION_RECALL_MIN_DEN: 0.0095499, RECALL: 0.0095499, MAP: 0.0043535, MRR: 0.0125672, NDCG: 0.0077275, F1: 0.0044077, HIT_RATE: 0.0286498, ARHR: 0.0128139, RMSE: 0.9938864, NOVELTY: 0.0068443, AVERAGE_POPULARITY: 0.1567848, DIVERSITY_MEAN_INTER_LIST: 0.9366308, DIVERSITY_HERFINDAHL: 0.9936345, COVERAGE_ITEM: 0.3210057, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3232092, SHANNON_ENTROPY: 10.3102438, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0597273, PRECISION: 0.0096312, PRECISION_RECALL_MIN_DEN: 0.0321040, RECALL: 0.0321040, MAP: 0.0144078, MRR: 0.0412033, NDCG: 0.0257376, F1: 0.0148172, HIT_RATE: 0.0963121, ARHR: 0.0422133, RMSE: 0.9926600, NOVELTY: 0.0051181, AVERAGE_POPULARITY: 0.6726520, DIVERSITY_MEAN_INTER_LIST: 0.8155456, DIVERSITY_HERFINDAHL: 0.9815297, COVERAGE_ITEM: 0.0462828, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1035482, SHANNON_ENTROPY: 6.6025868, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0570033, PRECISION: 0.0094179, PRECISION_RECALL_MIN_DEN: 0.0313929, RECALL: 0.0313929, MAP: 0.0135041, MRR: 0.0390709, NDCG: 0.0245969, F1: 0.0144890, HIT_RATE: 0.0941786, ARHR: 0.0397916, RMSE: 0.8501620, NOVELTY: 0.0051014, AVERAGE_POPULARITY: 0.6820258, DIVERSITY_MEAN_INTER_LIST: 0.7978066, DIVERSITY_HERFINDAHL: 0.9797563, COVERAGE_ITEM: 0.0381184, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0990994, SHANNON_ENTROPY: 6.3436977, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 998, 'shrink': 992, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0594458, PRECISION: 0.0096312, PRECISION_RECALL_MIN_DEN: 0.0321040, RECALL: 0.0321040, MAP: 0.0143906, MRR: 0.0410907, NDCG: 0.0257047, F1: 0.0148172, HIT_RATE: 0.0963121, ARHR: 0.0421312, RMSE: 0.9926142, NOVELTY: 0.0051190, AVERAGE_POPULARITY: 0.6721197, DIVERSITY_MEAN_INTER_LIST: 0.8162451, DIVERSITY_HERFINDAHL: 0.9815996, COVERAGE_ITEM: 0.0466613, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1033556, SHANNON_ENTROPY: 6.6094574, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 996, 'shrink': 5, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0581653, PRECISION: 0.0098446, PRECISION_RECALL_MIN_DEN: 0.0328152, RECALL: 0.0328152, MAP: 0.0138143, MRR: 0.0399914, NDCG: 0.0253776, F1: 0.0151455, HIT_RATE: 0.0984456, ARHR: 0.0407172, RMSE: 0.8413092, NOVELTY: 0.0050920, AVERAGE_POPULARITY: 0.6881050, DIVERSITY_MEAN_INTER_LIST: 0.7927119, DIVERSITY_HERFINDAHL: 0.9792470, COVERAGE_ITEM: 0.0376859, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0993622, SHANNON_ENTROPY: 6.3214776, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0597273, PRECISION: 0.0096312, PRECISION_RECALL_MIN_DEN: 0.0321040, RECALL: 0.0321040, MAP: 0.0144078, MRR: 0.0412033, NDCG: 0.0257376, F1: 0.0148172, HIT_RATE: 0.0963121, ARHR: 0.0422133, RMSE: 0.9926600, NOVELTY: 0.0051181, AVERAGE_POPULARITY: 0.6726520, DIVERSITY_MEAN_INTER_LIST: 0.8155456, DIVERSITY_HERFINDAHL: 0.9815297, COVERAGE_ITEM: 0.0462828, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1035482, SHANNON_ENTROPY: 6.6025868, 
