SearchBayesianSkopt: New best config found. Config 0: {'topK': 436, 'shrink': 149, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.905304733609751, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0960726, PRECISION: 0.0146414, PRECISION_RECALL_MIN_DEN: 0.0488046, RECALL: 0.0488046, MAP: 0.0250392, MRR: 0.0690811, NDCG: 0.0420582, F1: 0.0225252, HIT_RATE: 0.1464138, ARHR: 0.0720297, RMSE: 0.9125378, NOVELTY: 0.0061184, AVERAGE_POPULARITY: 0.2249650, DIVERSITY_MEAN_INTER_LIST: 0.9789250, DIVERSITY_HERFINDAHL: 0.9978865, COVERAGE_ITEM: 0.5090024, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1459654, SHANNON_ENTROPY: 10.2793867, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'topK': 496, 'shrink': 898, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9197620759720921, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0795728, PRECISION: 0.0124421, PRECISION_RECALL_MIN_DEN: 0.0414736, RECALL: 0.0414736, MAP: 0.0206310, MRR: 0.0570862, NDCG: 0.0350603, F1: 0.0191417, HIT_RATE: 0.1244208, ARHR: 0.0594380, RMSE: 0.9741002, NOVELTY: 0.0050401, AVERAGE_POPULARITY: 0.0795869, DIVERSITY_MEAN_INTER_LIST: 0.9975631, DIVERSITY_HERFINDAHL: 0.9997501, COVERAGE_ITEM: 0.9208975, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4573808, SHANNON_ENTROPY: 13.1655223, 
SearchBayesianSkopt: New best config found. Config 2: {'topK': 126, 'shrink': 1131, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1275433410386573, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1029004, PRECISION: 0.0162600, PRECISION_RECALL_MIN_DEN: 0.0541999, RECALL: 0.0541999, MAP: 0.0270798, MRR: 0.0745431, NDCG: 0.0458656, F1: 0.0250153, HIT_RATE: 0.1625996, ARHR: 0.0778229, RMSE: 0.9853977, NOVELTY: 0.0054513, AVERAGE_POPULARITY: 0.5462337, DIVERSITY_MEAN_INTER_LIST: 0.9102745, DIVERSITY_HERFINDAHL: 0.9910218, COVERAGE_ITEM: 0.4410922, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0952346, SHANNON_ENTROPY: 8.5507214, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 893, 'shrink': 91, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7334939963745256, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0689381, PRECISION: 0.0110953, PRECISION_RECALL_MIN_DEN: 0.0369844, RECALL: 0.0369844, MAP: 0.0181106, MRR: 0.0500569, NDCG: 0.0309275, F1: 0.0170697, HIT_RATE: 0.1109532, ARHR: 0.0521563, RMSE: 0.9156868, NOVELTY: 0.0034183, AVERAGE_POPULARITY: 0.1670717, DIVERSITY_MEAN_INTER_LIST: 0.9883612, DIVERSITY_HERFINDAHL: 0.9988300, COVERAGE_ITEM: 0.7189511, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3276012, SHANNON_ENTROPY: 12.0523993, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 298, 'shrink': 353, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2901122923449095, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0353868, PRECISION: 0.0053932, PRECISION_RECALL_MIN_DEN: 0.0179774, RECALL: 0.0179774, MAP: 0.0085540, MRR: 0.0244240, NDCG: 0.0149392, F1: 0.0082973, HIT_RATE: 0.0539322, ARHR: 0.0250348, RMSE: 0.8277148, NOVELTY: 0.0069846, AVERAGE_POPULARITY: 0.0361340, DIVERSITY_MEAN_INTER_LIST: 0.9954331, DIVERSITY_HERFINDAHL: 0.9995372, COVERAGE_ITEM: 0.7779400, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3176312, SHANNON_ENTROPY: 12.3466333, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0833764, PRECISION: 0.0135417, PRECISION_RECALL_MIN_DEN: 0.0451391, RECALL: 0.0451391, MAP: 0.0215934, MRR: 0.0604467, NDCG: 0.0373276, F1: 0.0208334, HIT_RATE: 0.1354173, ARHR: 0.0625750, RMSE: 0.9825778, NOVELTY: 0.0051349, AVERAGE_POPULARITY: 0.7383344, DIVERSITY_MEAN_INTER_LIST: 0.6981791, DIVERSITY_HERFINDAHL: 0.9698136, COVERAGE_ITEM: 0.2945120, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0492049, SHANNON_ENTROPY: 6.3484054, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0129433, PRECISION: 0.0014888, PRECISION_RECALL_MIN_DEN: 0.0049628, RECALL: 0.0049628, MAP: 0.0038105, MRR: 0.0113078, NDCG: 0.0057330, F1: 0.0022905, HIT_RATE: 0.0148885, ARHR: 0.0113696, RMSE: 0.9978773, NOVELTY: 0.0062690, AVERAGE_POPULARITY: 0.0103609, DIVERSITY_MEAN_INTER_LIST: 0.4603838, DIVERSITY_HERFINDAHL: 0.9460355, COVERAGE_ITEM: 0.5021357, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0984877, SHANNON_ENTROPY: 5.8915453, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1014242, PRECISION: 0.0157966, PRECISION_RECALL_MIN_DEN: 0.0526554, RECALL: 0.0526554, MAP: 0.0268124, MRR: 0.0741125, NDCG: 0.0451380, F1: 0.0243025, HIT_RATE: 0.1579663, ARHR: 0.0772172, RMSE: 0.9818397, NOVELTY: 0.0054241, AVERAGE_POPULARITY: 0.5495092, DIVERSITY_MEAN_INTER_LIST: 0.8954448, DIVERSITY_HERFINDAHL: 0.9895389, COVERAGE_ITEM: 0.4047040, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0832779, SHANNON_ENTROPY: 8.2284455, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828358, PRECISION: 0.0134676, PRECISION_RECALL_MIN_DEN: 0.0448920, RECALL: 0.0448920, MAP: 0.0213080, MRR: 0.0586452, NDCG: 0.0368003, F1: 0.0207194, HIT_RATE: 0.1346760, ARHR: 0.0612212, RMSE: 0.9944346, NOVELTY: 0.0065591, AVERAGE_POPULARITY: 0.0562170, DIVERSITY_MEAN_INTER_LIST: 0.9859983, DIVERSITY_HERFINDAHL: 0.9985937, COVERAGE_ITEM: 0.9115437, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4346459, SHANNON_ENTROPY: 12.6964738, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 977, 'shrink': 1498, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.180721093332688, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0936017, PRECISION: 0.0147773, PRECISION_RECALL_MIN_DEN: 0.0492576, RECALL: 0.0492576, MAP: 0.0244624, MRR: 0.0680447, NDCG: 0.0416450, F1: 0.0227343, HIT_RATE: 0.1477729, ARHR: 0.0706767, RMSE: 0.9811934, NOVELTY: 0.0052192, AVERAGE_POPULARITY: 0.6768275, DIVERSITY_MEAN_INTER_LIST: 0.7836777, DIVERSITY_HERFINDAHL: 0.9783629, COVERAGE_ITEM: 0.3513923, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0619961, SHANNON_ENTROPY: 7.0639478, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0000618, PRECISION: 0.0000062, PRECISION_RECALL_MIN_DEN: 0.0000206, RECALL: 0.0000206, MAP: 0.0000206, MRR: 0.0000618, NDCG: 0.0000290, F1: 0.0000095, HIT_RATE: 0.0000618, ARHR: 0.0000618, RMSE: 1.8681859, NOVELTY: 0.0000560, AVERAGE_POPULARITY: 0.0000110, DIVERSITY_MEAN_INTER_LIST: 0.9881187, DIVERSITY_HERFINDAHL: 0.9988058, COVERAGE_ITEM: 0.2012436, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3028713, SHANNON_ENTROPY: 10.4988032, 
