SearchBayesianSkopt: New best config found. Config 0: {'topK': 761, 'shrink': 952, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8599007512677317, 'tversky_beta': 1.9536728831562096} - results: ROC_AUC: 0.2304640, PRECISION: 0.0021839, PRECISION_RECALL_MIN_DEN: 0.0072796, RECALL: 0.0072796, MAP: 0.0022115, MRR: 0.0064330, NDCG: 0.0047107, F1: 0.0033598, HIT_RATE: 0.0218387, ARHR: 0.0065337, RMSE: nan, NOVELTY: 0.0042762, AVERAGE_POPULARITY: 0.0420137, DIVERSITY_MEAN_INTER_LIST: 0.9986333, DIVERSITY_HERFINDAHL: 0.9997677, COVERAGE_ITEM: 0.7491214, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3800824, SHANNON_ENTROPY: 12.7404824, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'topK': 202, 'shrink': 586, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1619175098606525, 'tversky_beta': 0.724769501840785} - results: ROC_AUC: 0.2304265, PRECISION: 0.0021887, PRECISION_RECALL_MIN_DEN: 0.0072956, RECALL: 0.0072956, MAP: 0.0022001, MRR: 0.0063988, NDCG: 0.0047019, F1: 0.0033672, HIT_RATE: 0.0218869, ARHR: 0.0064996, RMSE: nan, NOVELTY: 0.0042699, AVERAGE_POPULARITY: 0.0420367, DIVERSITY_MEAN_INTER_LIST: 0.9986684, DIVERSITY_HERFINDAHL: 0.9997734, COVERAGE_ITEM: 0.7520952, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3843217, SHANNON_ENTROPY: 12.7654951, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 668, 'shrink': 661, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.38539780656206, 'tversky_beta': 1.1749522699558976} - results: ROC_AUC: 0.2304640, PRECISION: 0.0021839, PRECISION_RECALL_MIN_DEN: 0.0072796, RECALL: 0.0072796, MAP: 0.0022115, MRR: 0.0064330, NDCG: 0.0047107, F1: 0.0033598, HIT_RATE: 0.0218387, ARHR: 0.0065337, RMSE: nan, NOVELTY: 0.0042762, AVERAGE_POPULARITY: 0.0420137, DIVERSITY_MEAN_INTER_LIST: 0.9986333, DIVERSITY_HERFINDAHL: 0.9997677, COVERAGE_ITEM: 0.7491214, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3800824, SHANNON_ENTROPY: 12.7404824, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 387, 'shrink': 925, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.616535528366984, 'tversky_beta': 0.988795145159796} - results: ROC_AUC: 0.2304640, PRECISION: 0.0021839, PRECISION_RECALL_MIN_DEN: 0.0072796, RECALL: 0.0072796, MAP: 0.0022115, MRR: 0.0064330, NDCG: 0.0047107, F1: 0.0033598, HIT_RATE: 0.0218387, ARHR: 0.0065337, RMSE: nan, NOVELTY: 0.0042762, AVERAGE_POPULARITY: 0.0420137, DIVERSITY_MEAN_INTER_LIST: 0.9986333, DIVERSITY_HERFINDAHL: 0.9997677, COVERAGE_ITEM: 0.7491214, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3800824, SHANNON_ENTROPY: 12.7404824, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 980, 'shrink': 240, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.14308526602594832, 'tversky_beta': 1.3704546566869575} - results: ROC_AUC: 0.2304640, PRECISION: 0.0021839, PRECISION_RECALL_MIN_DEN: 0.0072796, RECALL: 0.0072796, MAP: 0.0022115, MRR: 0.0064330, NDCG: 0.0047107, F1: 0.0033598, HIT_RATE: 0.0218387, ARHR: 0.0065337, RMSE: nan, NOVELTY: 0.0042762, AVERAGE_POPULARITY: 0.0420137, DIVERSITY_MEAN_INTER_LIST: 0.9986333, DIVERSITY_HERFINDAHL: 0.9997677, COVERAGE_ITEM: 0.7491214, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3800824, SHANNON_ENTROPY: 12.7404824, 
SearchBayesianSkopt: New best config found. Config 5: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.2330277, PRECISION: 0.0023574, PRECISION_RECALL_MIN_DEN: 0.0078581, RECALL: 0.0078581, MAP: 0.0030640, MRR: 0.0088546, NDCG: 0.0058089, F1: 0.0036268, HIT_RATE: 0.0235742, ARHR: 0.0090234, RMSE: nan, NOVELTY: 0.0043939, AVERAGE_POPULARITY: 0.0400046, DIVERSITY_MEAN_INTER_LIST: 0.9844426, DIVERSITY_HERFINDAHL: 0.9974375, COVERAGE_ITEM: 0.7931333, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3073831, SHANNON_ENTROPY: 11.8338924, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 919, 'shrink': 3, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9505647742574375, 'tversky_beta': 0.07201926526576564} - results: ROC_AUC: 0.2304640, PRECISION: 0.0021839, PRECISION_RECALL_MIN_DEN: 0.0072796, RECALL: 0.0072796, MAP: 0.0022115, MRR: 0.0064330, NDCG: 0.0047107, F1: 0.0033598, HIT_RATE: 0.0218387, ARHR: 0.0065337, RMSE: nan, NOVELTY: 0.0042762, AVERAGE_POPULARITY: 0.0420137, DIVERSITY_MEAN_INTER_LIST: 0.9986333, DIVERSITY_HERFINDAHL: 0.9997677, COVERAGE_ITEM: 0.7491214, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3800824, SHANNON_ENTROPY: 12.7404824, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 26, 'shrink': 49, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.17604772694339735, 'tversky_beta': 1.977552593809258} - results: ROC_AUC: 0.2333498, PRECISION: 0.0027142, PRECISION_RECALL_MIN_DEN: 0.0090472, RECALL: 0.0090472, MAP: 0.0028672, MRR: 0.0083198, NDCG: 0.0059782, F1: 0.0041756, HIT_RATE: 0.0271417, ARHR: 0.0084607, RMSE: nan, NOVELTY: 0.0043022, AVERAGE_POPULARITY: 0.0432220, DIVERSITY_MEAN_INTER_LIST: 0.9981800, DIVERSITY_HERFINDAHL: 0.9996932, COVERAGE_ITEM: 0.7955664, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3805323, SHANNON_ENTROPY: 12.7566530, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.2330277, PRECISION: 0.0023574, PRECISION_RECALL_MIN_DEN: 0.0078581, RECALL: 0.0078581, MAP: 0.0030640, MRR: 0.0088546, NDCG: 0.0058089, F1: 0.0036268, HIT_RATE: 0.0235742, ARHR: 0.0090234, RMSE: nan, NOVELTY: 0.0043939, AVERAGE_POPULARITY: 0.0400046, DIVERSITY_MEAN_INTER_LIST: 0.9844426, DIVERSITY_HERFINDAHL: 0.9974375, COVERAGE_ITEM: 0.7931333, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3073831, SHANNON_ENTROPY: 11.8338924, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.2304640, PRECISION: 0.0021839, PRECISION_RECALL_MIN_DEN: 0.0072796, RECALL: 0.0072796, MAP: 0.0022115, MRR: 0.0064330, NDCG: 0.0047107, F1: 0.0033598, HIT_RATE: 0.0218387, ARHR: 0.0065337, RMSE: nan, NOVELTY: 0.0042762, AVERAGE_POPULARITY: 0.0420137, DIVERSITY_MEAN_INTER_LIST: 0.9986333, DIVERSITY_HERFINDAHL: 0.9997677, COVERAGE_ITEM: 0.7491214, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3800824, SHANNON_ENTROPY: 12.7404824, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 65, 'shrink': 22, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8754002729335446, 'tversky_beta': 1.9948135621635286} - results: ROC_AUC: 0.2312684, PRECISION: 0.0024683, PRECISION_RECALL_MIN_DEN: 0.0082277, RECALL: 0.0082277, MAP: 0.0023475, MRR: 0.0068245, NDCG: 0.0051522, F1: 0.0037974, HIT_RATE: 0.0246830, ARHR: 0.0069336, RMSE: nan, NOVELTY: 0.0042582, AVERAGE_POPULARITY: 0.0431494, DIVERSITY_MEAN_INTER_LIST: 0.9985882, DIVERSITY_HERFINDAHL: 0.9997603, COVERAGE_ITEM: 0.7642606, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3859223, SHANNON_ENTROPY: 12.7728831, 
