SearchBayesianSkopt: New best config found. Config 0: {'topK': 972, 'shrink': 1867, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.292653443213929, 'tversky_beta': 0.0002579038871464157} - results: ROC_AUC: 0.0731666, PRECISION: 0.0124359, PRECISION_RECALL_MIN_DEN: 0.0414530, RECALL: 0.0414530, MAP: 0.0185474, MRR: 0.0522494, NDCG: 0.0329542, F1: 0.0191322, HIT_RATE: 0.1243591, ARHR: 0.0539195, RMSE: 0.9900633, NOVELTY: 0.0050722, AVERAGE_POPULARITY: 0.7276402, DIVERSITY_MEAN_INTER_LIST: 0.7978539, DIVERSITY_HERFINDAHL: 0.9797805, COVERAGE_ITEM: 0.0739659, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0575275, SHANNON_ENTROPY: 6.4255182, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'topK': 1441, 'shrink': 612, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0998845486451896, 'tversky_beta': 0.32520811812366685} - results: ROC_AUC: 0.0729027, PRECISION: 0.0122629, PRECISION_RECALL_MIN_DEN: 0.0408764, RECALL: 0.0408764, MAP: 0.0181883, MRR: 0.0515286, NDCG: 0.0324491, F1: 0.0188660, HIT_RATE: 0.1226293, ARHR: 0.0530233, RMSE: 0.9655192, NOVELTY: 0.0050204, AVERAGE_POPULARITY: 0.7638226, DIVERSITY_MEAN_INTER_LIST: 0.7432252, DIVERSITY_HERFINDAHL: 0.9743179, COVERAGE_ITEM: 0.0435793, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0651877, SHANNON_ENTROPY: 5.9701720, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 1913, 'shrink': 1880, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6947285611483164, 'tversky_beta': 0.4388918598157411} - results: ROC_AUC: 0.0707954, PRECISION: 0.0119540, PRECISION_RECALL_MIN_DEN: 0.0398468, RECALL: 0.0398468, MAP: 0.0174637, MRR: 0.0495549, NDCG: 0.0313665, F1: 0.0183908, HIT_RATE: 0.1195404, ARHR: 0.0509563, RMSE: 0.9847847, NOVELTY: 0.0049903, AVERAGE_POPULARITY: 0.7867667, DIVERSITY_MEAN_INTER_LIST: 0.6983796, DIVERSITY_HERFINDAHL: 0.9698336, COVERAGE_ITEM: 0.0296837, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0742839, SHANNON_ENTROPY: 5.6564949, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 304, 'shrink': 900, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6195456208179666, 'tversky_beta': 0.27795721772928467} - results: ROC_AUC: 0.0683190, PRECISION: 0.0112621, PRECISION_RECALL_MIN_DEN: 0.0375404, RECALL: 0.0375404, MAP: 0.0170321, MRR: 0.0483439, NDCG: 0.0301841, F1: 0.0173263, HIT_RATE: 0.1126212, ARHR: 0.0497036, RMSE: 0.9922886, NOVELTY: 0.0053588, AVERAGE_POPULARITY: 0.5713972, DIVERSITY_MEAN_INTER_LIST: 0.9203431, DIVERSITY_HERFINDAHL: 0.9920286, COVERAGE_ITEM: 0.2255745, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0855978, SHANNON_ENTROPY: 8.2259231, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 1906, 'shrink': 788, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.106692525590374, 'tversky_beta': 0.9323259012571044} - results: ROC_AUC: 0.0708512, PRECISION: 0.0120467, PRECISION_RECALL_MIN_DEN: 0.0401557, RECALL: 0.0401557, MAP: 0.0175589, MRR: 0.0497840, NDCG: 0.0315519, F1: 0.0185334, HIT_RATE: 0.1204670, ARHR: 0.0512136, RMSE: 0.9674507, NOVELTY: 0.0049906, AVERAGE_POPULARITY: 0.7865439, DIVERSITY_MEAN_INTER_LIST: 0.6991522, DIVERSITY_HERFINDAHL: 0.9699109, COVERAGE_ITEM: 0.0298459, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0741016, SHANNON_ENTROPY: 5.6609336, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 501, 'shrink': 260, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8976003741876757, 'tversky_beta': 0.686212855986538} - results: ROC_AUC: 0.0738724, PRECISION: 0.0122011, PRECISION_RECALL_MIN_DEN: 0.0406705, RECALL: 0.0406705, MAP: 0.0182135, MRR: 0.0514804, NDCG: 0.0324199, F1: 0.0187710, HIT_RATE: 0.1220115, ARHR: 0.0530385, RMSE: 0.9715801, NOVELTY: 0.0051934, AVERAGE_POPULARITY: 0.6534669, DIVERSITY_MEAN_INTER_LIST: 0.8717225, DIVERSITY_HERFINDAHL: 0.9871669, COVERAGE_ITEM: 0.1374426, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0653940, SHANNON_ENTROPY: 7.2942967, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 714, 'shrink': 1762, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4504132841365226, 'tversky_beta': 1.7319477525314175} - results: ROC_AUC: 0.0735701, PRECISION: 0.0125286, PRECISION_RECALL_MIN_DEN: 0.0417619, RECALL: 0.0417619, MAP: 0.0185081, MRR: 0.0521248, NDCG: 0.0330123, F1: 0.0192747, HIT_RATE: 0.1252857, ARHR: 0.0537955, RMSE: 0.9919165, NOVELTY: 0.0051228, AVERAGE_POPULARITY: 0.6952851, DIVERSITY_MEAN_INTER_LIST: 0.8345345, DIVERSITY_HERFINDAHL: 0.9834483, COVERAGE_ITEM: 0.1014328, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0592484, SHANNON_ENTROPY: 6.8151722, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 1456, 'shrink': 1797, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.017146039004564576, 'tversky_beta': 0.10290722932948862} - results: ROC_AUC: 0.0724357, PRECISION: 0.0121208, PRECISION_RECALL_MIN_DEN: 0.0404028, RECALL: 0.0404028, MAP: 0.0180123, MRR: 0.0510309, NDCG: 0.0321169, F1: 0.0186474, HIT_RATE: 0.1212084, ARHR: 0.0525114, RMSE: 0.9862434, NOVELTY: 0.0050187, AVERAGE_POPULARITY: 0.7650136, DIVERSITY_MEAN_INTER_LIST: 0.7410875, DIVERSITY_HERFINDAHL: 0.9741042, COVERAGE_ITEM: 0.0419573, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0667364, SHANNON_ENTROPY: 5.9538133, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 1721, 'shrink': 1045, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1308293591080911, 'tversky_beta': 0.45848560497693536} - results: ROC_AUC: 0.0716827, PRECISION: 0.0122382, PRECISION_RECALL_MIN_DEN: 0.0407941, RECALL: 0.0407941, MAP: 0.0179041, MRR: 0.0506197, NDCG: 0.0320971, F1: 0.0188280, HIT_RATE: 0.1223822, ARHR: 0.0521446, RMSE: 0.9758602, NOVELTY: 0.0050003, AVERAGE_POPULARITY: 0.7790831, DIVERSITY_MEAN_INTER_LIST: 0.7140894, DIVERSITY_HERFINDAHL: 0.9714045, COVERAGE_ITEM: 0.0345499, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0697390, SHANNON_ENTROPY: 5.7667388, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 1663, 'shrink': 464, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6672167459981033, 'tversky_beta': 0.19938097531717675} - results: ROC_AUC: 0.0724544, PRECISION: 0.0121888, PRECISION_RECALL_MIN_DEN: 0.0406293, RECALL: 0.0406293, MAP: 0.0179589, MRR: 0.0507870, NDCG: 0.0321227, F1: 0.0187520, HIT_RATE: 0.1218879, ARHR: 0.0523132, RMSE: 0.9543574, NOVELTY: 0.0050040, AVERAGE_POPULARITY: 0.7762163, DIVERSITY_MEAN_INTER_LIST: 0.7206975, DIVERSITY_HERFINDAHL: 0.9720653, COVERAGE_ITEM: 0.0356853, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0693759, SHANNON_ENTROPY: 5.8043863, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 1708, 'shrink': 220, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2777258322868688, 'tversky_beta': 0.8679621952537724} - results: ROC_AUC: 0.0717707, PRECISION: 0.0121703, PRECISION_RECALL_MIN_DEN: 0.0405675, RECALL: 0.0405675, MAP: 0.0178418, MRR: 0.0505041, NDCG: 0.0319764, F1: 0.0187235, HIT_RATE: 0.1217026, ARHR: 0.0519965, RMSE: 0.9100509, NOVELTY: 0.0050009, AVERAGE_POPULARITY: 0.7786547, DIVERSITY_MEAN_INTER_LIST: 0.7149248, DIVERSITY_HERFINDAHL: 0.9714881, COVERAGE_ITEM: 0.0344958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0701167, SHANNON_ENTROPY: 5.7724453, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 1808, 'shrink': 942, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6863384779670603, 'tversky_beta': 0.720725706845344} - results: ROC_AUC: 0.0713827, PRECISION: 0.0119911, PRECISION_RECALL_MIN_DEN: 0.0399703, RECALL: 0.0399703, MAP: 0.0177767, MRR: 0.0503186, NDCG: 0.0317198, F1: 0.0184479, HIT_RATE: 0.1199110, ARHR: 0.0518077, RMSE: 0.9735964, NOVELTY: 0.0049957, AVERAGE_POPULARITY: 0.7826024, DIVERSITY_MEAN_INTER_LIST: 0.7072940, DIVERSITY_HERFINDAHL: 0.9707250, COVERAGE_ITEM: 0.0320627, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0720815, SHANNON_ENTROPY: 5.7173199, 
