SearchBayesianSkopt: New best config found. Config 0: {'topK': 678, 'shrink': 821, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5163667571588786, 'tversky_beta': 0.4349155158829697} - results: ROC_AUC: 0.0123264, PRECISION: 0.0024379, PRECISION_RECALL_MIN_DEN: 0.0081264, RECALL: 0.0081264, MAP: 0.0024520, MRR: 0.0073559, NDCG: 0.0052764, F1: 0.0037507, HIT_RATE: 0.0243793, ARHR: 0.0073559, RMSE: 0.9092330, NOVELTY: 0.0060766, AVERAGE_POPULARITY: 0.2255957, DIVERSITY_MEAN_INTER_LIST: 0.9891551, DIVERSITY_HERFINDAHL: 0.9988934, COVERAGE_ITEM: 0.1055420, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4293048, SHANNON_ENTROPY: 10.1027401, 
SearchBayesianSkopt: New best config found. Config 1: {'topK': 177, 'shrink': 695, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5352615225427982, 'tversky_beta': 0.14774469867240383} - results: ROC_AUC: 0.0195752, PRECISION: 0.0037128, PRECISION_RECALL_MIN_DEN: 0.0123761, RECALL: 0.0123761, MAP: 0.0043249, MRR: 0.0128132, NDCG: 0.0086532, F1: 0.0057120, HIT_RATE: 0.0371282, ARHR: 0.0128939, RMSE: 0.9680620, NOVELTY: 0.0061521, AVERAGE_POPULARITY: 0.2112302, DIVERSITY_MEAN_INTER_LIST: 0.9906912, DIVERSITY_HERFINDAHL: 0.9990470, COVERAGE_ITEM: 0.1472830, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3821352, SHANNON_ENTROPY: 10.4518927, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 569, 'shrink': 542, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5578356978689583, 'tversky_beta': 0.08129428859170874} - results: ROC_AUC: 0.0140613, PRECISION: 0.0028629, PRECISION_RECALL_MIN_DEN: 0.0095430, RECALL: 0.0095430, MAP: 0.0026655, MRR: 0.0079518, NDCG: 0.0059561, F1: 0.0044045, HIT_RATE: 0.0286289, ARHR: 0.0079741, RMSE: 0.8874323, NOVELTY: 0.0060326, AVERAGE_POPULARITY: 0.2377886, DIVERSITY_MEAN_INTER_LIST: 0.9882528, DIVERSITY_HERFINDAHL: 0.9988032, COVERAGE_ITEM: 0.1041363, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4072182, SHANNON_ENTROPY: 10.0142290, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 962, 'shrink': 1100, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.21820275731708355, 'tversky_beta': 0.8670250988444579} - results: ROC_AUC: 0.0105526, PRECISION: 0.0020801, PRECISION_RECALL_MIN_DEN: 0.0069336, RECALL: 0.0069336, MAP: 0.0021372, MRR: 0.0063558, NDCG: 0.0045447, F1: 0.0032001, HIT_RATE: 0.0208007, ARHR: 0.0063837, RMSE: 0.9001371, NOVELTY: 0.0062030, AVERAGE_POPULARITY: 0.1933615, DIVERSITY_MEAN_INTER_LIST: 0.9906093, DIVERSITY_HERFINDAHL: 0.9990388, COVERAGE_ITEM: 0.1147337, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4527848, SHANNON_ENTROPY: 10.2904734, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 896, 'shrink': 1049, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3127495646282683, 'tversky_beta': 1.2762072641097908} - results: ROC_AUC: 0.0109564, PRECISION: 0.0024379, PRECISION_RECALL_MIN_DEN: 0.0081264, RECALL: 0.0081264, MAP: 0.0021862, MRR: 0.0064467, NDCG: 0.0049531, F1: 0.0037507, HIT_RATE: 0.0243793, ARHR: 0.0065027, RMSE: 0.9036793, NOVELTY: 0.0061689, AVERAGE_POPULARITY: 0.2018352, DIVERSITY_MEAN_INTER_LIST: 0.9903677, DIVERSITY_HERFINDAHL: 0.9990146, COVERAGE_ITEM: 0.1120303, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4528195, SHANNON_ENTROPY: 10.2511236, 
SearchBayesianSkopt: New best config found. Config 5: {'topK': 86, 'shrink': 1017, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8660120714217516, 'tversky_beta': 0.3657925799545592} - results: ROC_AUC: 0.0223071, PRECISION: 0.0045180, PRECISION_RECALL_MIN_DEN: 0.0150600, RECALL: 0.0150600, MAP: 0.0044411, MRR: 0.0131072, NDCG: 0.0096244, F1: 0.0069508, HIT_RATE: 0.0451800, ARHR: 0.0132041, RMSE: 0.9869504, NOVELTY: 0.0061073, AVERAGE_POPULARITY: 0.2296283, DIVERSITY_MEAN_INTER_LIST: 0.9895872, DIVERSITY_HERFINDAHL: 0.9989366, COVERAGE_ITEM: 0.1504190, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3542676, SHANNON_ENTROPY: 10.3710307, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 123, 'shrink': 1402, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6380200486837936, 'tversky_beta': 1.9832207243067224} - results: ROC_AUC: 0.0216938, PRECISION: 0.0039812, PRECISION_RECALL_MIN_DEN: 0.0132707, RECALL: 0.0132707, MAP: 0.0041026, MRR: 0.0122084, NDCG: 0.0087399, F1: 0.0061249, HIT_RATE: 0.0398121, ARHR: 0.0122581, RMSE: 0.9877129, NOVELTY: 0.0061164, AVERAGE_POPULARITY: 0.2215605, DIVERSITY_MEAN_INTER_LIST: 0.9897951, DIVERSITY_HERFINDAHL: 0.9989574, COVERAGE_ITEM: 0.1439849, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3677308, SHANNON_ENTROPY: 10.3636030, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 768, 'shrink': 1295, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.05308915440384722, 'tversky_beta': 1.0028429789848654} - results: ROC_AUC: 0.0135689, PRECISION: 0.0027063, PRECISION_RECALL_MIN_DEN: 0.0090211, RECALL: 0.0090211, MAP: 0.0025161, MRR: 0.0075482, NDCG: 0.0056408, F1: 0.0041636, HIT_RATE: 0.0270633, ARHR: 0.0075482, RMSE: 0.9328634, NOVELTY: 0.0061124, AVERAGE_POPULARITY: 0.2165266, DIVERSITY_MEAN_INTER_LIST: 0.9898673, DIVERSITY_HERFINDAHL: 0.9989646, COVERAGE_ITEM: 0.1074885, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4456348, SHANNON_ENTROPY: 10.1752369, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 619, 'shrink': 1274, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9347137806294767, 'tversky_beta': 0.32659177026279124} - results: ROC_AUC: 0.0143673, PRECISION: 0.0029300, PRECISION_RECALL_MIN_DEN: 0.0097666, RECALL: 0.0097666, MAP: 0.0028806, MRR: 0.0085920, NDCG: 0.0062516, F1: 0.0045077, HIT_RATE: 0.0292999, ARHR: 0.0086168, RMSE: 0.9456048, NOVELTY: 0.0060483, AVERAGE_POPULARITY: 0.2338569, DIVERSITY_MEAN_INTER_LIST: 0.9886487, DIVERSITY_HERFINDAHL: 0.9988428, COVERAGE_ITEM: 0.1036496, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4203308, SHANNON_ENTROPY: 10.0510895, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 885, 'shrink': 312, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9723779023828143, 'tversky_beta': 1.0720943921255548} - results: ROC_AUC: 0.0124258, PRECISION: 0.0025498, PRECISION_RECALL_MIN_DEN: 0.0084992, RECALL: 0.0084992, MAP: 0.0023925, MRR: 0.0071775, NDCG: 0.0053256, F1: 0.0039227, HIT_RATE: 0.0254977, ARHR: 0.0071775, RMSE: 0.7264806, NOVELTY: 0.0061657, AVERAGE_POPULARITY: 0.2024921, DIVERSITY_MEAN_INTER_LIST: 0.9902879, DIVERSITY_HERFINDAHL: 0.9990066, COVERAGE_ITEM: 0.1115437, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4514897, SHANNON_ENTROPY: 10.2430316, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 635, 'shrink': 12, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9142938408252477, 'tversky_beta': 0.3637256655712893} - results: ROC_AUC: 0.0147121, PRECISION: 0.0029076, PRECISION_RECALL_MIN_DEN: 0.0096921, RECALL: 0.0096921, MAP: 0.0030850, MRR: 0.0092550, NDCG: 0.0064618, F1: 0.0044733, HIT_RATE: 0.0290763, ARHR: 0.0092550, RMSE: 1.8060368, NOVELTY: 0.0060764, AVERAGE_POPULARITY: 0.2258818, DIVERSITY_MEAN_INTER_LIST: 0.9875012, DIVERSITY_HERFINDAHL: 0.9987280, COVERAGE_ITEM: 0.1132739, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3847989, SHANNON_ENTROPY: 10.0533283, 
