SearchBayesianSkopt: New best config found. Config 0: {'topK': 1213, 'shrink': 1859, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1889773430874098, 'tversky_beta': 1.3381503195701265} - results: ROC_AUC: 0.0781504, PRECISION: 0.0143759, PRECISION_RECALL_MIN_DEN: 0.0479198, RECALL: 0.0479198, MAP: 0.0182892, MRR: 0.0506984, NDCG: 0.0346469, F1: 0.0221168, HIT_RATE: 0.1437593, ARHR: 0.0527656, RMSE: 0.9710545, NOVELTY: 0.0052935, AVERAGE_POPULARITY: 0.5855387, DIVERSITY_MEAN_INTER_LIST: 0.9156946, DIVERSITY_HERFINDAHL: 0.9915650, COVERAGE_ITEM: 0.0911057, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1199074, SHANNON_ENTROPY: 7.8826364, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'topK': 2204, 'shrink': 1040, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5706333787439766, 'tversky_beta': 1.1122746204459184} - results: ROC_AUC: 0.0773867, PRECISION: 0.0142699, PRECISION_RECALL_MIN_DEN: 0.0475662, RECALL: 0.0475662, MAP: 0.0180954, MRR: 0.0503023, NDCG: 0.0343391, F1: 0.0219537, HIT_RATE: 0.1426987, ARHR: 0.0522698, RMSE: 0.9361287, NOVELTY: 0.0052001, AVERAGE_POPULARITY: 0.6418146, DIVERSITY_MEAN_INTER_LIST: 0.8755768, DIVERSITY_HERFINDAHL: 0.9875535, COVERAGE_ITEM: 0.0668289, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1156194, SHANNON_ENTROPY: 7.3581508, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 2392, 'shrink': 1487, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3973124467700806, 'tversky_beta': 0.40651185523093514} - results: ROC_AUC: 0.0773488, PRECISION: 0.0141879, PRECISION_RECALL_MIN_DEN: 0.0472931, RECALL: 0.0472931, MAP: 0.0181676, MRR: 0.0505077, NDCG: 0.0343275, F1: 0.0218276, HIT_RATE: 0.1418792, ARHR: 0.0524764, RMSE: 0.9445826, NOVELTY: 0.0051861, AVERAGE_POPULARITY: 0.6508428, DIVERSITY_MEAN_INTER_LIST: 0.8673732, DIVERSITY_HERFINDAHL: 0.9867331, COVERAGE_ITEM: 0.0647743, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1130529, SHANNON_ENTROPY: 7.2741386, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 972, 'shrink': 1518, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.372450099400558, 'tversky_beta': 0.3788192121303494} - results: ROC_AUC: 0.0777450, PRECISION: 0.0141831, PRECISION_RECALL_MIN_DEN: 0.0472770, RECALL: 0.0472770, MAP: 0.0181689, MRR: 0.0503301, NDCG: 0.0343186, F1: 0.0218202, HIT_RATE: 0.1418310, ARHR: 0.0524017, RMSE: 0.9712767, NOVELTY: 0.0053248, AVERAGE_POPULARITY: 0.5684553, DIVERSITY_MEAN_INTER_LIST: 0.9245068, DIVERSITY_HERFINDAHL: 0.9924462, COVERAGE_ITEM: 0.1014869, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1204924, SHANNON_ENTROPY: 8.0435958, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 306, 'shrink': 154, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8983906911229915, 'tversky_beta': 0.3291691193954041} - results: ROC_AUC: 0.0732189, PRECISION: 0.0131032, PRECISION_RECALL_MIN_DEN: 0.0436774, RECALL: 0.0436774, MAP: 0.0169839, MRR: 0.0474676, NDCG: 0.0319888, F1: 0.0201588, HIT_RATE: 0.1310322, ARHR: 0.0491931, RMSE: 0.9831939, NOVELTY: 0.0055355, AVERAGE_POPULARITY: 0.4744599, DIVERSITY_MEAN_INTER_LIST: 0.9583171, DIVERSITY_HERFINDAHL: 0.9958271, COVERAGE_ITEM: 0.2031360, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1227529, SHANNON_ENTROPY: 8.9858555, 
SearchBayesianSkopt: New best config found. Config 5: {'topK': 1455, 'shrink': 1714, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.204064347467909, 'tversky_beta': 0.5365412246903264} - results: ROC_AUC: 0.0780914, PRECISION: 0.0143518, PRECISION_RECALL_MIN_DEN: 0.0478394, RECALL: 0.0478394, MAP: 0.0183696, MRR: 0.0509558, NDCG: 0.0347038, F1: 0.0220797, HIT_RATE: 0.1435183, ARHR: 0.0530073, RMSE: 0.9646402, NOVELTY: 0.0052663, AVERAGE_POPULARITY: 0.6011852, DIVERSITY_MEAN_INTER_LIST: 0.9061581, DIVERSITY_HERFINDAHL: 0.9906114, COVERAGE_ITEM: 0.0836442, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1181950, SHANNON_ENTROPY: 7.7348433, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 2588, 'shrink': 752, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8414105098961044, 'tversky_beta': 0.8582608204797935} - results: ROC_AUC: 0.0769387, PRECISION: 0.0142843, PRECISION_RECALL_MIN_DEN: 0.0476145, RECALL: 0.0476145, MAP: 0.0181754, MRR: 0.0505464, NDCG: 0.0344247, F1: 0.0219759, HIT_RATE: 0.1428434, ARHR: 0.0525055, RMSE: 0.9196820, NOVELTY: 0.0051737, AVERAGE_POPULARITY: 0.6588791, DIVERSITY_MEAN_INTER_LIST: 0.8598453, DIVERSITY_HERFINDAHL: 0.9859804, COVERAGE_ITEM: 0.0626115, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1112774, SHANNON_ENTROPY: 7.1977773, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 64, 'shrink': 303, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5591073034878226, 'tversky_beta': 0.16496934395616128} - results: ROC_AUC: 0.0514230, PRECISION: 0.0087499, PRECISION_RECALL_MIN_DEN: 0.0291665, RECALL: 0.0291665, MAP: 0.0120122, MRR: 0.0339814, NDCG: 0.0221641, F1: 0.0134614, HIT_RATE: 0.0874994, ARHR: 0.0350029, RMSE: 0.9969618, NOVELTY: 0.0060731, AVERAGE_POPULARITY: 0.3194700, DIVERSITY_MEAN_INTER_LIST: 0.9852809, DIVERSITY_HERFINDAHL: 0.9985233, COVERAGE_ITEM: 0.4934847, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1916177, SHANNON_ENTROPY: 10.7970333, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 2217, 'shrink': 1427, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.41093936692744426, 'tversky_beta': 0.25166428748455943} - results: ROC_AUC: 0.0775286, PRECISION: 0.0142795, PRECISION_RECALL_MIN_DEN: 0.0475984, RECALL: 0.0475984, MAP: 0.0181455, MRR: 0.0505263, NDCG: 0.0344154, F1: 0.0219685, HIT_RATE: 0.1427952, ARHR: 0.0524570, RMSE: 0.9452456, NOVELTY: 0.0051979, AVERAGE_POPULARITY: 0.6432352, DIVERSITY_MEAN_INTER_LIST: 0.8742599, DIVERSITY_HERFINDAHL: 0.9874218, COVERAGE_ITEM: 0.0665585, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1151638, SHANNON_ENTROPY: 7.3452884, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 2326, 'shrink': 305, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.782345883344628, 'tversky_beta': 0.3045448368413857} - results: ROC_AUC: 0.0771132, PRECISION: 0.0141494, PRECISION_RECALL_MIN_DEN: 0.0471645, RECALL: 0.0471645, MAP: 0.0181334, MRR: 0.0503716, NDCG: 0.0342425, F1: 0.0217682, HIT_RATE: 0.1414935, ARHR: 0.0523575, RMSE: 0.9422248, NOVELTY: 0.0051925, AVERAGE_POPULARITY: 0.6462255, DIVERSITY_MEAN_INTER_LIST: 0.8716686, DIVERSITY_HERFINDAHL: 0.9871627, COVERAGE_ITEM: 0.0654231, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1141353, SHANNON_ENTROPY: 7.3108161, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 1243, 'shrink': 1188, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9200938958082057, 'tversky_beta': 1.7168077520998266} - results: ROC_AUC: 0.0780984, PRECISION: 0.0143808, PRECISION_RECALL_MIN_DEN: 0.0479358, RECALL: 0.0479358, MAP: 0.0182412, MRR: 0.0505522, NDCG: 0.0345974, F1: 0.0221242, HIT_RATE: 0.1438075, ARHR: 0.0526177, RMSE: 0.9607008, NOVELTY: 0.0052897, AVERAGE_POPULARITY: 0.5876434, DIVERSITY_MEAN_INTER_LIST: 0.9145348, DIVERSITY_HERFINDAHL: 0.9914491, COVERAGE_ITEM: 0.0907813, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1186764, SHANNON_ENTROPY: 7.8625033, 
