SearchBayesianSkopt: New best config found. Config 0: {'topK': 2065, 'shrink': 736, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0420684, PRECISION: 0.0078926, PRECISION_RECALL_MIN_DEN: 0.0301997, RECALL: 0.0301997, MAP: 0.0103421, MRR: 0.0259361, NDCG: 0.0197417, F1: 0.0125145, HIT_RATE: 0.0789256, ARHR: 0.0265429, RMSE: 0.9805530, NOVELTY: 0.0049473, AVERAGE_POPULARITY: 0.8224781, DIVERSITY_MEAN_INTER_LIST: 0.6498458, DIVERSITY_HERFINDAHL: 0.9649711, COVERAGE_ITEM: 0.0060557, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2532283, SHANNON_ENTROPY: 5.2173553, 
SearchBayesianSkopt: New best config found. Config 1: {'topK': 3420, 'shrink': 1699, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0431748, PRECISION: 0.0080785, PRECISION_RECALL_MIN_DEN: 0.0308196, RECALL: 0.0308196, MAP: 0.0108903, MRR: 0.0272854, NDCG: 0.0204739, F1: 0.0128015, HIT_RATE: 0.0807851, ARHR: 0.0280294, RMSE: 0.9869908, NOVELTY: 0.0049278, AVERAGE_POPULARITY: 0.8406533, DIVERSITY_MEAN_INTER_LIST: 0.5873558, DIVERSITY_HERFINDAHL: 0.9587234, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3198716, SHANNON_ENTROPY: 4.9402687, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 934, 'shrink': 232, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0402073, PRECISION: 0.0075413, PRECISION_RECALL_MIN_DEN: 0.0285124, RECALL: 0.0285124, MAP: 0.0100645, MRR: 0.0253255, NDCG: 0.0189728, F1: 0.0119278, HIT_RATE: 0.0754132, ARHR: 0.0259461, RMSE: 0.9713359, NOVELTY: 0.0050121, AVERAGE_POPULARITY: 0.7704373, DIVERSITY_MEAN_INTER_LIST: 0.7554575, DIVERSITY_HERFINDAHL: 0.9755301, COVERAGE_ITEM: 0.0133009, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1815415, SHANNON_ENTROPY: 5.8778391, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 983, 'shrink': 1858, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0406133, PRECISION: 0.0077479, PRECISION_RECALL_MIN_DEN: 0.0293733, RECALL: 0.0293733, MAP: 0.0101113, MRR: 0.0253641, NDCG: 0.0192586, F1: 0.0122616, HIT_RATE: 0.0774793, ARHR: 0.0260017, RMSE: 0.9960815, NOVELTY: 0.0050057, AVERAGE_POPULARITY: 0.7752455, DIVERSITY_MEAN_INTER_LIST: 0.7490911, DIVERSITY_HERFINDAHL: 0.9748936, COVERAGE_ITEM: 0.0123817, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1874551, SHANNON_ENTROPY: 5.8226223, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 2818, 'shrink': 397, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0419135, PRECISION: 0.0078719, PRECISION_RECALL_MIN_DEN: 0.0300620, RECALL: 0.0300620, MAP: 0.0105361, MRR: 0.0263776, NDCG: 0.0198811, F1: 0.0124767, HIT_RATE: 0.0787190, ARHR: 0.0271706, RMSE: 0.9540063, NOVELTY: 0.0049352, AVERAGE_POPULARITY: 0.8338522, DIVERSITY_MEAN_INTER_LIST: 0.6101811, DIVERSITY_HERFINDAHL: 0.9610055, COVERAGE_ITEM: 0.0044877, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3054944, SHANNON_ENTROPY: 5.0488447, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 1569, 'shrink': 1235, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0415574, PRECISION: 0.0079959, PRECISION_RECALL_MIN_DEN: 0.0302342, RECALL: 0.0302342, MAP: 0.0099649, MRR: 0.0249877, NDCG: 0.0193949, F1: 0.0126470, HIT_RATE: 0.0799587, ARHR: 0.0256933, RMSE: 0.9908124, NOVELTY: 0.0049626, AVERAGE_POPULARITY: 0.8093318, DIVERSITY_MEAN_INTER_LIST: 0.6853099, DIVERSITY_HERFINDAHL: 0.9685168, COVERAGE_ITEM: 0.0077859, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2231433, SHANNON_ENTROPY: 5.4033367, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 1888, 'shrink': 188, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0413309, PRECISION: 0.0080785, PRECISION_RECALL_MIN_DEN: 0.0306474, RECALL: 0.0306474, MAP: 0.0101437, MRR: 0.0255533, NDCG: 0.0197021, F1: 0.0127865, HIT_RATE: 0.0807851, ARHR: 0.0262010, RMSE: 0.9336289, NOVELTY: 0.0049523, AVERAGE_POPULARITY: 0.8181066, DIVERSITY_MEAN_INTER_LIST: 0.6622893, DIVERSITY_HERFINDAHL: 0.9662152, COVERAGE_ITEM: 0.0067045, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2383177, SHANNON_ENTROPY: 5.2783604, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 447, 'shrink': 1312, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0340464, PRECISION: 0.0065289, PRECISION_RECALL_MIN_DEN: 0.0246212, RECALL: 0.0246212, MAP: 0.0086327, MRR: 0.0223556, NDCG: 0.0164193, F1: 0.0103210, HIT_RATE: 0.0652893, ARHR: 0.0226139, RMSE: 0.9975227, NOVELTY: 0.0051304, AVERAGE_POPULARITY: 0.6969250, DIVERSITY_MEAN_INTER_LIST: 0.8374573, DIVERSITY_HERFINDAHL: 0.9837284, COVERAGE_ITEM: 0.0320087, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1406007, SHANNON_ENTROPY: 6.6868382, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 2284, 'shrink': 1957, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0424458, PRECISION: 0.0079132, PRECISION_RECALL_MIN_DEN: 0.0303030, RECALL: 0.0303030, MAP: 0.0104114, MRR: 0.0260001, NDCG: 0.0198268, F1: 0.0125494, HIT_RATE: 0.0791322, ARHR: 0.0266698, RMSE: 0.9919215, NOVELTY: 0.0049437, AVERAGE_POPULARITY: 0.8257691, DIVERSITY_MEAN_INTER_LIST: 0.6389702, DIVERSITY_HERFINDAHL: 0.9638838, COVERAGE_ITEM: 0.0051365, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2880372, SHANNON_ENTROPY: 5.1638693, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 851, 'shrink': 2223, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0408343, PRECISION: 0.0077066, PRECISION_RECALL_MIN_DEN: 0.0292355, RECALL: 0.0292355, MAP: 0.0101609, MRR: 0.0257201, NDCG: 0.0193034, F1: 0.0121978, HIT_RATE: 0.0770661, ARHR: 0.0262812, RMSE: 0.9971645, NOVELTY: 0.0050215, AVERAGE_POPULARITY: 0.7636715, DIVERSITY_MEAN_INTER_LIST: 0.7647090, DIVERSITY_HERFINDAHL: 0.9764551, COVERAGE_ITEM: 0.0144904, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1770199, SHANNON_ENTROPY: 5.9595181, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 1570, 'shrink': 1970, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0416923, PRECISION: 0.0079752, PRECISION_RECALL_MIN_DEN: 0.0301653, RECALL: 0.0301653, MAP: 0.0100075, MRR: 0.0251233, NDCG: 0.0194249, F1: 0.0126152, HIT_RATE: 0.0797521, ARHR: 0.0257979, RMSE: 0.9942152, NOVELTY: 0.0049626, AVERAGE_POPULARITY: 0.8092840, DIVERSITY_MEAN_INTER_LIST: 0.6850858, DIVERSITY_HERFINDAHL: 0.9684944, COVERAGE_ITEM: 0.0077318, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2247920, SHANNON_ENTROPY: 5.4039740, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 1390, 'shrink': 1646, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0418409, PRECISION: 0.0080992, PRECISION_RECALL_MIN_DEN: 0.0306129, RECALL: 0.0306129, MAP: 0.0100384, MRR: 0.0253616, NDCG: 0.0196155, F1: 0.0128094, HIT_RATE: 0.0809917, ARHR: 0.0259908, RMSE: 0.9938230, NOVELTY: 0.0049720, AVERAGE_POPULARITY: 0.8013643, DIVERSITY_MEAN_INTER_LIST: 0.7036540, DIVERSITY_HERFINDAHL: 0.9703509, COVERAGE_ITEM: 0.0088132, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2116431, SHANNON_ENTROPY: 5.5078676, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 1147, 'shrink': 1943, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0402472, PRECISION: 0.0076446, PRECISION_RECALL_MIN_DEN: 0.0290289, RECALL: 0.0290289, MAP: 0.0098621, MRR: 0.0246445, NDCG: 0.0188912, F1: 0.0121022, HIT_RATE: 0.0764463, ARHR: 0.0252921, RMSE: 0.9956286, NOVELTY: 0.0049880, AVERAGE_POPULARITY: 0.7886458, DIVERSITY_MEAN_INTER_LIST: 0.7274751, DIVERSITY_HERFINDAHL: 0.9727325, COVERAGE_ITEM: 0.0107597, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1926442, SHANNON_ENTROPY: 5.6613959, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 2392, 'shrink': 604, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0415919, PRECISION: 0.0079132, PRECISION_RECALL_MIN_DEN: 0.0302342, RECALL: 0.0302342, MAP: 0.0103446, MRR: 0.0258421, NDCG: 0.0197231, F1: 0.0125434, HIT_RATE: 0.0791322, ARHR: 0.0265585, RMSE: 0.9731987, NOVELTY: 0.0049417, AVERAGE_POPULARITY: 0.8276781, DIVERSITY_MEAN_INTER_LIST: 0.6328394, DIVERSITY_HERFINDAHL: 0.9632709, COVERAGE_ITEM: 0.0051365, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2831749, SHANNON_ENTROPY: 5.1376525, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 2048, 'shrink': 2095, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0421975, PRECISION: 0.0079752, PRECISION_RECALL_MIN_DEN: 0.0304752, RECALL: 0.0304752, MAP: 0.0104483, MRR: 0.0262672, NDCG: 0.0199426, F1: 0.0126421, HIT_RATE: 0.0797521, ARHR: 0.0269027, RMSE: 0.9931330, NOVELTY: 0.0049479, AVERAGE_POPULARITY: 0.8220082, DIVERSITY_MEAN_INTER_LIST: 0.6511313, DIVERSITY_HERFINDAHL: 0.9650997, COVERAGE_ITEM: 0.0060557, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2544573, SHANNON_ENTROPY: 5.2247116, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 3516, 'shrink': 372, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0430055, PRECISION: 0.0080165, PRECISION_RECALL_MIN_DEN: 0.0307507, RECALL: 0.0307507, MAP: 0.0108843, MRR: 0.0271454, NDCG: 0.0204108, F1: 0.0127176, HIT_RATE: 0.0801653, ARHR: 0.0278811, RMSE: 0.9415442, NOVELTY: 0.0049265, AVERAGE_POPULARITY: 0.8418739, DIVERSITY_MEAN_INTER_LIST: 0.5830149, DIVERSITY_HERFINDAHL: 0.9582894, COVERAGE_ITEM: 0.0038929, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3250289, SHANNON_ENTROPY: 4.9230185, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 2913, 'shrink': 1331, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0416308, PRECISION: 0.0079752, PRECISION_RECALL_MIN_DEN: 0.0305441, RECALL: 0.0305441, MAP: 0.0103868, MRR: 0.0260917, NDCG: 0.0198749, F1: 0.0126480, HIT_RATE: 0.0797521, ARHR: 0.0268580, RMSE: 0.9854792, NOVELTY: 0.0049338, AVERAGE_POPULARITY: 0.8351642, DIVERSITY_MEAN_INTER_LIST: 0.6057453, DIVERSITY_HERFINDAHL: 0.9605620, COVERAGE_ITEM: 0.0043796, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3091262, SHANNON_ENTROPY: 5.0289187, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 2986, 'shrink': 2758, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0415720, PRECISION: 0.0080165, PRECISION_RECALL_MIN_DEN: 0.0306474, RECALL: 0.0306474, MAP: 0.0104145, MRR: 0.0260673, NDCG: 0.0199248, F1: 0.0127088, HIT_RATE: 0.0801653, ARHR: 0.0268222, RMSE: 0.9928076, NOVELTY: 0.0049328, AVERAGE_POPULARITY: 0.8360828, DIVERSITY_MEAN_INTER_LIST: 0.6029509, DIVERSITY_HERFINDAHL: 0.9602826, COVERAGE_ITEM: 0.0043255, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3105627, SHANNON_ENTROPY: 5.0166824, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 1413, 'shrink': 1531, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0419370, PRECISION: 0.0080579, PRECISION_RECALL_MIN_DEN: 0.0305096, RECALL: 0.0305096, MAP: 0.0099304, MRR: 0.0250528, NDCG: 0.0194725, F1: 0.0127487, HIT_RATE: 0.0805785, ARHR: 0.0256786, RMSE: 0.9932545, NOVELTY: 0.0049711, AVERAGE_POPULARITY: 0.8020833, DIVERSITY_MEAN_INTER_LIST: 0.7020158, DIVERSITY_HERFINDAHL: 0.9701871, COVERAGE_ITEM: 0.0089213, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2078249, SHANNON_ENTROPY: 5.4987534, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 43, 'shrink': 121, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0113608, PRECISION: 0.0020868, PRECISION_RECALL_MIN_DEN: 0.0080234, RECALL: 0.0080234, MAP: 0.0029991, MRR: 0.0075199, NDCG: 0.0054938, F1: 0.0033121, HIT_RATE: 0.0208678, ARHR: 0.0076714, RMSE: 0.9980667, NOVELTY: 0.0067236, AVERAGE_POPULARITY: 0.2144851, DIVERSITY_MEAN_INTER_LIST: 0.8239203, DIVERSITY_HERFINDAHL: 0.9823750, COVERAGE_ITEM: 0.1717762, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1819126, SHANNON_ENTROPY: 8.2610289, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 3745, 'shrink': 869, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0428334, PRECISION: 0.0082851, PRECISION_RECALL_MIN_DEN: 0.0317837, RECALL: 0.0317837, MAP: 0.0108558, MRR: 0.0271906, NDCG: 0.0206909, F1: 0.0131440, HIT_RATE: 0.0828512, ARHR: 0.0278347, RMSE: 0.9728925, NOVELTY: 0.0049243, AVERAGE_POPULARITY: 0.8439691, DIVERSITY_MEAN_INTER_LIST: 0.5752023, DIVERSITY_HERFINDAHL: 0.9575083, COVERAGE_ITEM: 0.0039470, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3141596, SHANNON_ENTROPY: 4.8901623, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 3255, 'shrink': 812, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0426630, PRECISION: 0.0079545, PRECISION_RECALL_MIN_DEN: 0.0302342, RECALL: 0.0302342, MAP: 0.0105858, MRR: 0.0266089, NDCG: 0.0200272, F1: 0.0125953, HIT_RATE: 0.0795455, ARHR: 0.0272838, RMSE: 0.9741398, NOVELTY: 0.0049294, AVERAGE_POPULARITY: 0.8392254, DIVERSITY_MEAN_INTER_LIST: 0.5924609, DIVERSITY_HERFINDAHL: 0.9592339, COVERAGE_ITEM: 0.0041633, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3125768, SHANNON_ENTROPY: 4.9660364, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 2159, 'shrink': 1041, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0418979, PRECISION: 0.0078306, PRECISION_RECALL_MIN_DEN: 0.0299242, RECALL: 0.0299242, MAP: 0.0102795, MRR: 0.0257800, NDCG: 0.0196044, F1: 0.0124129, HIT_RATE: 0.0783058, ARHR: 0.0264319, RMSE: 0.9856302, NOVELTY: 0.0049456, AVERAGE_POPULARITY: 0.8240174, DIVERSITY_MEAN_INTER_LIST: 0.6448940, DIVERSITY_HERFINDAHL: 0.9644761, COVERAGE_ITEM: 0.0056772, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2658802, SHANNON_ENTROPY: 5.1939147, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 2906, 'shrink': 2921, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0416365, PRECISION: 0.0079132, PRECISION_RECALL_MIN_DEN: 0.0303030, RECALL: 0.0303030, MAP: 0.0103743, MRR: 0.0259839, NDCG: 0.0197813, F1: 0.0125494, HIT_RATE: 0.0791322, ARHR: 0.0267778, RMSE: 0.9933539, NOVELTY: 0.0049339, AVERAGE_POPULARITY: 0.8350393, DIVERSITY_MEAN_INTER_LIST: 0.6060099, DIVERSITY_HERFINDAHL: 0.9605885, COVERAGE_ITEM: 0.0043796, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3094114, SHANNON_ENTROPY: 5.0303989, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 446, 'shrink': 552, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0341985, PRECISION: 0.0066116, PRECISION_RECALL_MIN_DEN: 0.0250000, RECALL: 0.0250000, MAP: 0.0085390, MRR: 0.0220484, NDCG: 0.0164228, F1: 0.0104575, HIT_RATE: 0.0661157, ARHR: 0.0223428, RMSE: 0.9941747, NOVELTY: 0.0051308, AVERAGE_POPULARITY: 0.6968184, DIVERSITY_MEAN_INTER_LIST: 0.8372472, DIVERSITY_HERFINDAHL: 0.9837074, COVERAGE_ITEM: 0.0323871, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1393728, SHANNON_ENTROPY: 6.6883787, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 2535, 'shrink': 1784, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0413133, PRECISION: 0.0077893, PRECISION_RECALL_MIN_DEN: 0.0297865, RECALL: 0.0297865, MAP: 0.0104407, MRR: 0.0260923, NDCG: 0.0196762, F1: 0.0123492, HIT_RATE: 0.0778926, ARHR: 0.0268680, RMSE: 0.9903113, NOVELTY: 0.0049402, AVERAGE_POPULARITY: 0.8291199, DIVERSITY_MEAN_INTER_LIST: 0.6268597, DIVERSITY_HERFINDAHL: 0.9626730, COVERAGE_ITEM: 0.0048662, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2939488, SHANNON_ENTROPY: 5.1127128, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1687, 'shrink': 411, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0420698, PRECISION: 0.0080165, PRECISION_RECALL_MIN_DEN: 0.0304063, RECALL: 0.0304063, MAP: 0.0102889, MRR: 0.0257688, NDCG: 0.0197644, F1: 0.0126879, HIT_RATE: 0.0801653, ARHR: 0.0264200, RMSE: 0.9712018, NOVELTY: 0.0049578, AVERAGE_POPULARITY: 0.8133939, DIVERSITY_MEAN_INTER_LIST: 0.6748388, DIVERSITY_HERFINDAHL: 0.9674699, COVERAGE_ITEM: 0.0071371, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2335680, SHANNON_ENTROPY: 5.3425064, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 196, 'shrink': 1051, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0256399, PRECISION: 0.0048554, PRECISION_RECALL_MIN_DEN: 0.0184573, RECALL: 0.0184573, MAP: 0.0062787, MRR: 0.0157464, NDCG: 0.0120394, F1: 0.0076883, HIT_RATE: 0.0485537, ARHR: 0.0160513, RMSE: 0.9987368, NOVELTY: 0.0055455, AVERAGE_POPULARITY: 0.5353225, DIVERSITY_MEAN_INTER_LIST: 0.9225511, DIVERSITY_HERFINDAHL: 0.9922361, COVERAGE_ITEM: 0.0824547, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1509170, SHANNON_ENTROPY: 8.0003261, 
