SearchBayesianSkopt: New best config found. Config 0: {'topK': 345, 'shrink': 417, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.442450512562517, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0304554, PRECISION: 0.0057287, PRECISION_RECALL_MIN_DEN: 0.0190957, RECALL: 0.0190957, MAP: 0.0080352, MRR: 0.0209167, NDCG: 0.0143292, F1: 0.0088134, HIT_RATE: 0.0572871, ARHR: 0.0224490, RMSE: 0.9880740, NOVELTY: 0.0050828, AVERAGE_POPULARITY: 0.5884803, DIVERSITY_MEAN_INTER_LIST: 0.6261495, DIVERSITY_HERFINDAHL: 0.9626012, COVERAGE_ITEM: 0.0044877, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3908347, SHANNON_ENTROPY: 5.3595485, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'topK': 554, 'shrink': 15, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.09420098110540145, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0309558, PRECISION: 0.0070676, PRECISION_RECALL_MIN_DEN: 0.0235587, RECALL: 0.0235587, MAP: 0.0079069, MRR: 0.0195560, NDCG: 0.0153873, F1: 0.0108732, HIT_RATE: 0.0706760, ARHR: 0.0215310, RMSE: 1.0101218, NOVELTY: 0.0051309, AVERAGE_POPULARITY: 0.6677217, DIVERSITY_MEAN_INTER_LIST: 0.5092856, DIVERSITY_HERFINDAHL: 0.9509174, COVERAGE_ITEM: 0.0027575, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4105153, SHANNON_ENTROPY: 4.7676364, 
SearchBayesianSkopt: New best config found. Config 2: {'topK': 561, 'shrink': 607, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8131822396982142, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0324657, PRECISION: 0.0062555, PRECISION_RECALL_MIN_DEN: 0.0208516, RECALL: 0.0208516, MAP: 0.0082229, MRR: 0.0211442, NDCG: 0.0150525, F1: 0.0096238, HIT_RATE: 0.0625549, ARHR: 0.0228415, RMSE: 0.9955220, NOVELTY: 0.0051033, AVERAGE_POPULARITY: 0.6033487, DIVERSITY_MEAN_INTER_LIST: 0.6216061, DIVERSITY_HERFINDAHL: 0.9621470, COVERAGE_ITEM: 0.0040552, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3928296, SHANNON_ENTROPY: 5.2546443, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 374, 'shrink': 873, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9317724524255759, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0327133, PRECISION: 0.0062994, PRECISION_RECALL_MIN_DEN: 0.0209980, RECALL: 0.0209980, MAP: 0.0082212, MRR: 0.0215265, NDCG: 0.0151633, F1: 0.0096914, HIT_RATE: 0.0629939, ARHR: 0.0230375, RMSE: 0.9867239, NOVELTY: 0.0052305, AVERAGE_POPULARITY: 0.6062097, DIVERSITY_MEAN_INTER_LIST: 0.6449350, DIVERSITY_HERFINDAHL: 0.9644793, COVERAGE_ITEM: 0.0043796, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4011274, SHANNON_ENTROPY: 5.3783802, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 255, 'shrink': 414, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6817303695723363, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0274758, PRECISION: 0.0059482, PRECISION_RECALL_MIN_DEN: 0.0198273, RECALL: 0.0198273, MAP: 0.0067980, MRR: 0.0182237, NDCG: 0.0133493, F1: 0.0091511, HIT_RATE: 0.0594820, ARHR: 0.0192905, RMSE: 0.9967616, NOVELTY: 0.0052221, AVERAGE_POPULARITY: 0.5759699, DIVERSITY_MEAN_INTER_LIST: 0.7494073, DIVERSITY_HERFINDAHL: 0.9749243, COVERAGE_ITEM: 0.0084888, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3158333, SHANNON_ENTROPY: 5.9902144, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 11, 'shrink': 975, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.08149743895496787, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0094869, PRECISION: 0.0018218, PRECISION_RECALL_MIN_DEN: 0.0060726, RECALL: 0.0060726, MAP: 0.0020657, MRR: 0.0061970, NDCG: 0.0041906, F1: 0.0028027, HIT_RATE: 0.0182177, ARHR: 0.0061970, RMSE: 0.9999775, NOVELTY: 0.0058443, AVERAGE_POPULARITY: 0.1952971, DIVERSITY_MEAN_INTER_LIST: 0.9809256, DIVERSITY_HERFINDAHL: 0.9980710, COVERAGE_ITEM: 0.0566099, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5109908, SHANNON_ENTROPY: 9.4317058, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 700, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0296090, PRECISION: 0.0064750, PRECISION_RECALL_MIN_DEN: 0.0215833, RECALL: 0.0215833, MAP: 0.0077946, MRR: 0.0197911, NDCG: 0.0147359, F1: 0.0099615, HIT_RATE: 0.0647498, ARHR: 0.0214965, RMSE: 0.9962761, NOVELTY: 0.0051527, AVERAGE_POPULARITY: 0.6522720, DIVERSITY_MEAN_INTER_LIST: 0.5527486, DIVERSITY_HERFINDAHL: 0.9552627, COVERAGE_ITEM: 0.0042714, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3018410, SHANNON_ENTROPY: 4.9560172, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 695, 'shrink': 1, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.11036664252073883, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0325831, PRECISION: 0.0068920, PRECISION_RECALL_MIN_DEN: 0.0229734, RECALL: 0.0229734, MAP: 0.0079928, MRR: 0.0196632, NDCG: 0.0153315, F1: 0.0106031, HIT_RATE: 0.0689201, ARHR: 0.0217244, RMSE: 1.2384917, NOVELTY: 0.0051458, AVERAGE_POPULARITY: 0.6566829, DIVERSITY_MEAN_INTER_LIST: 0.4871848, DIVERSITY_HERFINDAHL: 0.9487078, COVERAGE_ITEM: 0.0028116, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3851989, SHANNON_ENTROPY: 4.6993442, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 700, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0216373, PRECISION: 0.0040825, PRECISION_RECALL_MIN_DEN: 0.0136084, RECALL: 0.0136084, MAP: 0.0055876, MRR: 0.0146845, NDCG: 0.0100837, F1: 0.0062808, HIT_RATE: 0.0408253, ARHR: 0.0156733, RMSE: 0.9890916, NOVELTY: 0.0048466, AVERAGE_POPULARITY: 0.3778755, DIVERSITY_MEAN_INTER_LIST: 0.7699881, DIVERSITY_HERFINDAHL: 0.9769819, COVERAGE_ITEM: 0.0050284, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4576411, SHANNON_ENTROPY: 5.8000615, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 61, 'shrink': 11, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.956477331971111, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0140108, PRECISION: 0.0027217, PRECISION_RECALL_MIN_DEN: 0.0090723, RECALL: 0.0090723, MAP: 0.0035955, MRR: 0.0097353, NDCG: 0.0066260, F1: 0.0041872, HIT_RATE: 0.0272169, ARHR: 0.0102243, RMSE: 0.9967281, NOVELTY: 0.0048022, AVERAGE_POPULARITY: 0.3010069, DIVERSITY_MEAN_INTER_LIST: 0.8366326, DIVERSITY_HERFINDAHL: 0.9836449, COVERAGE_ITEM: 0.0075155, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4492437, SHANNON_ENTROPY: 6.3582328, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 689, 'shrink': 989, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.21530037209523095, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0296330, PRECISION: 0.0068920, PRECISION_RECALL_MIN_DEN: 0.0229734, RECALL: 0.0229734, MAP: 0.0076116, MRR: 0.0188210, NDCG: 0.0149120, F1: 0.0106031, HIT_RATE: 0.0689201, ARHR: 0.0207342, RMSE: 0.9790993, NOVELTY: 0.0051237, AVERAGE_POPULARITY: 0.6700653, DIVERSITY_MEAN_INTER_LIST: 0.4737454, DIVERSITY_HERFINDAHL: 0.9473641, COVERAGE_ITEM: 0.0023790, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4317491, SHANNON_ENTROPY: 4.6229472, 
